season,week,team,pass_off_faced,pass_off_norm_faced,pass_off_ptile_faced,pass_def_faced,pass_def_norm_faced,pass_def_ptile_faced,rush_off_faced,rush_off_norm_faced,rush_off_ptile_faced,rush_def_faced,rush_def_norm_faced,rush_def_ptile_faced,st_off_faced,st_off_norm_faced,st_off_ptile_faced,st_def_faced,st_def_norm_faced,st_def_ptile_faced
1999,1,ARI,0.0259,-0.044,0.511,-0.1762,0.2889,0.432,-0.1171,-0.1457,0.5076,-0.1467,0.2193,0.2155,0.3194,0.2312,0.8153,0.2881,0.0033,0.7923
1999,2,ARI,-0.0229,-0.0338,0.5184,-0.0997,0.301,0.4364,-0.0933,-0.1288,0.551,-0.0434,0.2256,0.225,0.4015,0.3531,0.9646,0.2623,0.0689,0.8812
1999,3,ARI,-0.3015,-0.3323,0.3214,-0.407,-0.0015,0.338,0.074,-0.0062,0.833,0.0203,0.2416,0.253,0.149,0.2097,0.7705,0.0426,-0.0708,0.6465
1999,4,ARI,-0.1144,-0.1737,0.4253,-0.3297,0.1054,0.3721,0.0248,-0.0354,0.7771,0.0636,0.2558,0.276,0.2208,0.3078,0.9313,0.0726,-0.0164,0.7566
1999,5,ARI,-0.0407,-0.0921,0.479,-0.928,-0.4932,0.206,0.0553,-0.0074,0.8309,0.0138,0.215,0.2083,0.0847,0.1724,0.6807,0.0331,-0.0529,0.6861
1999,6,ARI,-0.1213,-0.1483,0.4411,-0.2197,0.1886,0.3982,-0.0532,-0.0808,0.6728,0.155,0.2978,0.3477,0.0152,0.084,0.4337,-0.0337,-0.1252,0.5234
1999,7,ARI,-0.1213,-0.156,0.4361,-0.2197,0.1695,0.3924,-0.0532,-0.0752,0.6874,0.155,0.2848,0.3244,0.0152,0.0763,0.4113,-0.0337,-0.1142,0.5502
1999,8,ARI,-0.2885,-0.3525,0.3089,0.1365,0.5775,0.5286,-0.0339,-0.0511,0.7421,0.1461,0.2754,0.3077,-0.0297,0.002,0.2237,-0.08,-0.1864,0.3824
1999,9,ARI,-0.097,-0.1585,0.4347,-0.874,-0.6086,0.1782,-0.0308,-0.0447,0.7561,0.1362,0.2627,0.2865,0.0501,0.1144,0.5227,-0.0292,-0.102,0.5774
1999,10,ARI,-0.0677,-0.1492,0.4408,-0.7538,-0.4593,0.2145,-0.0021,-0.0194,0.8097,0.1562,0.2661,0.2915,0.0293,0.0734,0.404,-0.0292,-0.0943,0.5936
1999,11,ARI,-0.0493,-0.1551,0.4368,-0.6481,-0.2113,0.2766,-0.0191,-0.0568,0.7296,0.224,0.3486,0.4393,0.042,0.0944,0.463,-0.1258,-0.2743,0.2053
1999,12,ARI,0.1191,0.0129,0.552,-1.0414,-0.7126,0.1583,0.018,-0.0185,0.8115,0.1616,0.2881,0.3303,0.0839,0.1645,0.6611,-0.0913,-0.2249,0.2991
1999,13,ARI,0.1583,0.074,0.5931,-1.1848,-0.9373,0.1193,-0.002,-0.0222,0.8032,0.2434,0.34,0.4241,0.035,0.0861,0.4395,-0.0931,-0.2362,0.2759
1999,14,ARI,0.0343,-0.1083,0.4678,-0.8788,-0.5968,0.18,-0.0593,-0.0564,0.7309,0.3825,0.4396,0.6055,0.0295,0.081,0.4245,-0.0718,-0.1984,0.3552
1999,15,ARI,0.1258,-0.0167,0.5303,-0.6831,-0.3055,0.2505,-0.0282,-0.0197,0.809,0.3272,0.3819,0.5002,0.0011,0.0357,0.3031,-0.0983,-0.258,0.2338
1999,16,ARI,0.0211,-0.2146,0.3978,-0.748,-0.3336,0.244,-0.0753,-0.0524,0.7393,0.2781,0.3291,0.4034,0.0357,0.0872,0.443,-0.103,-0.2584,0.2327
1999,17,ARI,0.0017,-0.2576,0.3676,-0.6791,-0.2239,0.2727,-0.1126,-0.0759,0.6852,0.2615,0.3019,0.3548,0.0484,0.1086,0.5048,-0.0821,-0.2226,0.3047
2000,1,ARI,-0.4815,-0.3708,0.2979,0.2019,0.5013,0.5017,-0.1048,-0.14,0.5233,-0.1557,0.2156,0.2094,0.1308,0.1534,0.6295,0.4344,0.0706,0.883
2000,2,ARI,-0.2359,-0.2189,0.394,0.8103,0.9669,0.6583,-0.1813,-0.1783,0.4161,0.4179,0.4626,0.6453,0.1089,0.164,0.6595,-0.0747,-0.1728,0.4146
2000,3,ARI,-0.2359,-0.2667,0.3611,0.8103,1.0656,0.6888,-0.1813,-0.1832,0.4035,0.4179,0.4691,0.6567,0.1089,0.1757,0.6886,-0.0747,-0.1702,0.4202
2000,4,ARI,-0.5245,-0.5964,0.1773,1.0893,1.525,0.8099,-0.0754,-0.1085,0.6003,0.3515,0.4354,0.5976,-0.0722,-0.0027,0.213,-0.114,-0.2254,0.2982
2000,5,ARI,-1.2868,-1.362,0.009,1.5824,2.0533,0.9017,-0.1875,-0.1919,0.3815,0.5907,0.5833,0.821,-0.0496,0.0062,0.2333,-0.066,-0.1716,0.4165
2000,6,ARI,-1.1932,-1.3331,0.0111,1.0391,1.5562,0.8175,-0.3924,-0.3513,0.0719,0.4764,0.5116,0.7247,-0.1186,-0.0805,0.0824,-0.1475,-0.2792,0.1968
2000,7,ARI,-0.7502,-0.8755,0.0751,0.5247,1.0324,0.6776,-0.3491,-0.3094,0.1264,0.4639,0.4958,0.6992,-0.1786,-0.1826,0.013,-0.0965,-0.2138,0.3232
2000,8,ARI,-0.7616,-0.8904,0.0719,0.4441,0.9417,0.6499,-0.4223,-0.3582,0.0652,0.5494,0.5477,0.7755,-0.0623,-0.0452,0.1323,-0.0327,-0.1078,0.5645
2000,9,ARI,-0.505,-0.6507,0.1524,0.3017,0.8013,0.6058,-0.3978,-0.3293,0.0994,0.4944,0.499,0.7044,-0.0914,-0.0971,0.0644,-0.1482,-0.2945,0.1705
2000,10,ARI,-0.3441,-0.493,0.2291,0.5103,1.0878,0.696,-0.42,-0.3377,0.0876,0.616,0.5689,0.8034,-0.1698,-0.235,0.0032,-0.1896,-0.3736,0.074
2000,11,ARI,-0.6253,-0.8393,0.0841,0.9963,1.8189,0.8678,-0.4523,-0.3878,0.0405,0.6753,0.6898,0.9211,-0.0902,-0.1194,0.047,-0.1321,-0.2849,0.1873
2000,12,ARI,-0.2669,-0.4503,0.2517,0.6824,1.4929,0.8021,-0.4839,-0.4101,0.0284,0.6225,0.6532,0.8911,-0.0798,-0.1095,0.0544,-0.0341,-0.1176,0.5418
2000,13,ARI,-0.393,-0.6134,0.1694,0.8051,1.6961,0.8457,-0.4037,-0.3401,0.0847,0.6112,0.6378,0.8793,-0.1168,-0.1661,0.0193,-0.0518,-0.1572,0.4484
2000,14,ARI,-0.4777,-0.7798,0.1029,0.3932,1.2002,0.7261,-0.4039,-0.3303,0.0981,0.6183,0.6318,0.8733,-0.1035,-0.139,0.0343,-0.0732,-0.2012,0.3499
2000,15,ARI,-0.5317,-0.8671,0.0775,0.3888,1.1895,0.7237,-0.3977,-0.3196,0.1107,0.6588,0.6555,0.8931,-0.0627,-0.0703,0.0946,-0.0253,-0.1123,0.5544
2000,16,ARI,-0.3348,-0.666,0.1464,0.3213,1.147,0.7112,-0.2858,-0.2209,0.3054,0.7011,0.694,0.9229,-0.0757,-0.1028,0.0598,-0.0208,-0.097,0.5879
2000,17,ARI,-0.1397,-0.4324,0.2615,0.3858,1.2234,0.7326,-0.324,-0.243,0.253,0.6888,0.6723,0.9066,-0.0867,-0.1334,0.0384,-0.0308,-0.1177,0.5417
2001,1,ARI,-0.1397,-0.1086,0.4674,0.3858,0.5361,0.5135,-0.324,-0.2167,0.3158,0.6888,0.513,0.7265,-0.0867,0.0654,0.3796,-0.0308,-0.145,0.4764
2001,2,ARI,-0.3559,-0.2389,0.38,4.5962,3.3424,0.9891,-0.192,-0.1555,0.4797,1.3924,0.8954,0.9908,-0.3277,-0.1002,0.0618,-0.5052,-0.4652,0.0217
2001,3,ARI,0.2881,0.2834,0.729,0.164,0.3463,0.4515,-0.0488,-0.0516,0.7412,0.5473,0.4843,0.6827,-0.0668,0.0345,0.2999,-0.4422,-0.4738,0.0188
2001,4,ARI,1.1233,1.0501,0.9732,0.2727,0.5164,0.507,-0.1514,-0.1258,0.5573,0.2318,0.2955,0.3439,0.0371,0.116,0.5263,-0.0087,-0.118,0.5412
2001,5,ARI,0.9341,0.8658,0.9482,-0.264,-0.026,0.3304,-0.0995,-0.0796,0.675,0.1152,0.2012,0.187,0.1961,0.2948,0.9177,0.0066,-0.0978,0.5865
2001,6,ARI,0.692,0.7364,0.9228,-0.0281,0.1904,0.3988,-0.1244,-0.086,0.6585,0.3376,0.3393,0.4225,0.0146,0.0924,0.4583,-0.0899,-0.2061,0.3398
2001,7,ARI,0.2498,0.2972,0.7383,-0.6639,-0.5911,0.181,-0.2,-0.1431,0.5148,0.4306,0.396,0.5261,0.1318,0.2284,0.8094,-0.027,-0.119,0.5389
2001,8,ARI,0.5419,0.6066,0.8828,-0.5971,-0.4928,0.2061,-0.1964,-0.1287,0.5516,0.4065,0.3704,0.4792,0.0656,0.1438,0.604,0.0064,-0.0641,0.6633
2001,9,ARI,0.5689,0.6657,0.9037,-0.4622,-0.3638,0.2368,-0.1456,-0.0772,0.682,0.3434,0.3099,0.3684,0.0011,0.0551,0.3519,-0.0498,-0.1497,0.4668
2001,10,ARI,0.4623,0.5674,0.8667,-0.9226,-0.9635,0.1147,-0.1696,-0.0927,0.6406,0.3296,0.2884,0.3309,0.0429,0.1044,0.4935,-0.0873,-0.2082,0.3356
2001,11,ARI,0.4186,0.5493,0.8604,-0.8066,-0.881,0.128,-0.1393,-0.0576,0.7274,0.3091,0.2644,0.2886,0.0402,0.0999,0.4806,-0.0061,-0.078,0.6299
2001,12,ARI,0.5557,0.6836,0.9091,-0.2583,-0.1672,0.2895,-0.1781,-0.0818,0.6698,0.3244,0.2622,0.2858,0.0963,0.1807,0.7,0.0499,0.0299,0.8322
2001,13,ARI,0.6164,0.7735,0.9311,-0.3298,-0.2419,0.2676,-0.2256,-0.1137,0.588,0.3428,0.2663,0.2919,0.0331,0.0895,0.4507,-0.0055,-0.0709,0.6459
2001,14,ARI,0.6849,0.8583,0.9466,-0.5196,-0.4894,0.2068,-0.1888,-0.0676,0.7045,0.3246,0.2401,0.2506,0.0523,0.1191,0.5344,-0.0155,-0.0891,0.6057
2001,15,ARI,0.5984,0.7433,0.9249,-0.7121,-0.6962,0.1611,-0.1958,-0.0637,0.7137,0.3703,0.2697,0.2979,0.0533,0.1206,0.54,-0.0665,-0.1785,0.4011
2001,16,ARI,0.5233,0.563,0.8658,-0.9641,-0.9407,0.1183,-0.2335,-0.0939,0.6368,0.3224,0.2266,0.2266,0.1124,0.2069,0.7645,0.029,-0.0104,0.7684
2001,17,ARI,0.6446,0.708,0.9161,-1.1003,-1.0796,0.0966,-0.2756,-0.1252,0.5584,0.3388,0.2346,0.2405,0.1107,0.2086,0.7676,0.0214,-0.0197,0.7511
2002,1,ARI,0.9859,0.4961,0.8394,-1.2645,-0.2769,0.259,-0.4949,-0.2814,0.1715,0.3183,0.3532,0.4461,0.1203,0.1449,0.6072,0.0682,-0.0961,0.5907
2002,2,ARI,0.0631,0.0706,0.5901,-0.4155,-0.0182,0.3327,-0.5889,-0.3655,0.0588,0.347,0.3523,0.4446,0.2049,0.2192,0.7913,0.2096,-0.0056,0.7761
2002,3,ARI,0.3749,0.2868,0.7311,-0.1268,0.0935,0.3682,-0.2512,-0.1742,0.4277,0.4287,0.3776,0.4919,-0.0784,0.0208,0.2673,0.0596,-0.0717,0.6438
2002,4,ARI,0.4149,0.3149,0.7481,0.1205,0.3835,0.4652,-0.1219,-0.0761,0.6848,0.2518,0.2817,0.3188,-0.1831,-0.105,0.0584,-0.1184,-0.2045,0.3429
2002,5,ARI,0.5226,0.4225,0.8047,-0.4362,-0.2087,0.2774,-0.1748,-0.1078,0.6025,0.1786,0.206,0.1943,0.0172,0.0916,0.4562,-0.0164,-0.1144,0.5496
2002,6,ARI,0.5226,0.4815,0.8324,-0.4362,-0.3273,0.2452,-0.1748,-0.0905,0.6472,0.1786,0.1839,0.1657,0.0172,0.0922,0.4577,-0.0164,-0.1098,0.5607
2002,7,ARI,0.2738,0.228,0.6958,-0.7217,-0.7181,0.1569,-0.1282,-0.0373,0.7724,0.2853,0.2376,0.2463,0.0074,0.0724,0.4011,-0.1558,-0.2816,0.193
2002,8,ARI,0.0158,-0.0467,0.5087,0.099,0.3247,0.4449,-0.1851,-0.0781,0.6789,0.55,0.4058,0.5428,0.0156,0.076,0.4101,-0.1429,-0.2693,0.2135
2002,9,ARI,0.0965,0.0488,0.5761,0.138,0.3869,0.4662,-0.1949,-0.0812,0.6717,0.7966,0.5646,0.7989,-0.0494,-0.0148,0.1881,-0.2542,-0.4198,0.0417
2002,10,ARI,-0.0319,-0.1157,0.4627,0.0047,0.2143,0.4061,-0.3051,-0.1748,0.4255,0.8,0.554,0.7837,-0.0708,-0.0602,0.1095,-0.228,-0.4097,0.0468
2002,11,ARI,0.1907,0.175,0.6608,0.141,0.4127,0.4745,-0.2898,-0.1527,0.4886,0.8027,0.5466,0.7735,-0.0218,0.0091,0.2408,-0.0599,-0.1561,0.4524
2002,12,ARI,0.1308,0.0755,0.5941,0.8212,1.5255,0.8101,-0.2905,-0.1455,0.5086,0.8842,0.5993,0.8394,-0.0503,-0.0322,0.1555,-0.1248,-0.2656,0.22
2002,13,ARI,-0.0521,-0.1962,0.4102,0.9645,1.8142,0.8664,-0.4273,-0.2668,0.2002,1.0448,0.6987,0.926,-0.0197,0.0065,0.2337,-0.0791,-0.1839,0.3877
2002,14,ARI,-0.2848,-0.5416,0.2039,0.386,0.9439,0.6508,-0.3918,-0.2254,0.2938,0.99,0.6498,0.8884,0.004,0.0374,0.3072,-0.0721,-0.1619,0.438
2002,15,ARI,-0.2323,-0.5298,0.2092,0.491,1.1535,0.7128,-0.4143,-0.2411,0.2578,1.0612,0.6817,0.9154,0.0176,0.0508,0.3392,-0.1266,-0.2586,0.2325
2002,16,ARI,-0.3954,-0.7597,0.1095,0.8158,1.7041,0.8474,-0.407,-0.2238,0.2976,1.1655,0.7433,0.9513,-0.0135,0.0014,0.2227,-0.1851,-0.3505,0.0966
2002,17,ARI,-0.3595,-0.7224,0.1225,0.6567,1.4726,0.7972,-0.4348,-0.2413,0.2575,1.2639,0.7908,0.9711,0.0121,0.0371,0.3066,-0.1717,-0.3391,0.111
2003,1,ARI,-2.0901,-1.1591,0.0254,-4.2868,-1.8054,0.027,-0.2741,-0.1741,0.4282,0.0444,0.257,0.2777,0.742,0.3601,0.9683,0.6848,0.1504,0.9507
2003,2,ARI,-1.2106,-0.9441,0.0594,-1.1587,-0.5419,0.1933,-0.506,-0.3338,0.0933,0.5609,0.4147,0.5584,0.1825,0.1946,0.7376,0.3004,0.0705,0.8829
2003,3,ARI,-0.4264,-0.3671,0.3001,-0.306,-0.1356,0.2976,-0.4587,-0.3149,0.1182,0.7295,0.4779,0.6718,-0.0685,0.0151,0.2546,0.1283,0.0007,0.7878
2003,4,ARI,-0.1841,-0.2116,0.3997,0.0745,0.2604,0.4213,-0.5151,-0.3607,0.0633,0.7074,0.4789,0.6735,0.0209,0.0775,0.415,0.0138,-0.0637,0.664
2003,5,ARI,-0.2315,-0.2633,0.3635,-0.553,-0.458,0.2146,-0.4211,-0.2908,0.155,0.6627,0.4579,0.6382,0.1327,0.202,0.7543,-0.0585,-0.1274,0.5191
2003,6,ARI,-0.0192,-0.0538,0.5042,-0.8343,-0.9571,0.1158,-0.3545,-0.2271,0.2905,0.8424,0.5652,0.7997,0.0808,0.1403,0.5943,-0.1054,-0.1754,0.4078
2003,7,ARI,-0.0192,-0.042,0.512,-0.8343,-0.9773,0.1122,-0.3545,-0.2184,0.3121,0.8424,0.5501,0.7792,0.0808,0.1456,0.6101,-0.1054,-0.1896,0.3756
2003,8,ARI,-0.0548,-0.0743,0.4907,-0.1697,-0.191,0.2819,-0.3279,-0.1906,0.3841,0.9186,0.6031,0.8442,0.0184,0.061,0.3686,-0.2147,-0.337,0.1128
2003,9,ARI,-0.3124,-0.3595,0.3045,-0.0024,0.0087,0.3414,-0.3366,-0.1903,0.385,0.8604,0.5571,0.7884,-0.0563,-0.0465,0.1303,-0.3189,-0.4807,0.0168
2003,10,ARI,-0.2465,-0.2841,0.3499,-0.0751,-0.1143,0.3036,-0.2832,-0.1252,0.5589,0.7816,0.496,0.6998,-0.0494,-0.0444,0.1342,-0.2113,-0.3509,0.0962
2003,11,ARI,-0.1109,-0.1255,0.4568,-0.3214,-0.5328,0.196,-0.3439,-0.1797,0.4118,0.7617,0.471,0.6604,-0.043,-0.0377,0.1454,-0.1448,-0.2594,0.2305
2003,12,ARI,0.1373,0.1287,0.6299,-0.0816,-0.0942,0.3101,-0.3663,-0.1978,0.3674,0.7735,0.474,0.6648,-0.0817,-0.0987,0.0629,-0.2466,-0.4308,0.0366
2003,13,ARI,0.1263,0.0963,0.6082,-0.3309,-0.4662,0.2125,-0.4013,-0.2277,0.2894,0.7388,0.4402,0.6063,-0.0146,-0.0073,0.2044,-0.1638,-0.2947,0.1703
2003,14,ARI,0.1471,0.0641,0.5861,-0.0808,-0.0367,0.3269,-0.3929,-0.2091,0.3352,0.7258,0.4219,0.5714,0.0176,0.0385,0.3106,-0.1977,-0.3444,0.1033
2003,15,ARI,0.1057,-0.0317,0.5198,-0.0719,0.0552,0.3545,-0.3411,-0.1345,0.5356,0.6382,0.3546,0.4492,0.0274,0.0428,0.3213,-0.1829,-0.3145,0.1425
2003,16,ARI,-0.0511,-0.2199,0.393,0.2077,0.5114,0.5054,-0.3765,-0.1691,0.4436,0.7076,0.3942,0.5226,0.0401,0.0611,0.3688,-0.1373,-0.2323,0.2843
2003,17,ARI,-0.0848,-0.2537,0.3708,0.4972,0.978,0.6617,-0.422,-0.215,0.3197,0.7892,0.4409,0.6074,0.0397,0.0591,0.3628,-0.2206,-0.3878,0.0612
2004,1,ARI,1.6214,0.7823,0.9334,0.2422,0.3839,0.4653,-0.6619,-0.3386,0.0862,0.679,0.4358,0.5984,0.191,0.1588,0.6455,-0.2253,-0.1973,0.3578
2004,2,ARI,1.7383,1.1636,0.9826,1.5807,1.2613,0.7436,-0.2807,-0.1806,0.4096,0.3513,0.3093,0.3677,0.1629,0.1894,0.724,-0.3084,-0.2769,0.2004
2004,3,ARI,0.8716,0.637,0.893,0.4041,0.3742,0.4618,-0.4509,-0.303,0.135,0.7562,0.4812,0.6771,0.3903,0.4298,0.9912,-0.2897,-0.2984,0.1649
2004,4,ARI,0.5196,0.4523,0.8194,1.0199,1.0004,0.6682,-0.4883,-0.3444,0.0795,0.6185,0.4139,0.5572,0.2808,0.3685,0.9725,-0.2112,-0.2677,0.2168
2004,5,ARI,0.0985,0.1095,0.6172,1.0713,1.0924,0.6973,-0.511,-0.3759,0.0492,0.6051,0.4043,0.5401,0.2772,0.384,0.9785,-0.1789,-0.2511,0.2467
2004,6,ARI,0.0985,0.0774,0.5953,1.0713,1.1886,0.7234,-0.511,-0.3602,0.0637,0.6051,0.3971,0.5286,0.2772,0.386,0.9795,-0.1789,-0.266,0.2193
2004,7,ARI,0.1361,0.1422,0.64,1.4274,1.5939,0.8262,-0.4586,-0.3126,0.1221,0.7618,0.4808,0.6765,0.1504,0.2453,0.8421,-0.1755,-0.2935,0.1721
2004,8,ARI,0.3339,0.3534,0.7699,0.5947,0.638,0.5512,-0.3853,-0.2525,0.2324,0.6257,0.3886,0.5115,0.1857,0.3023,0.9256,-0.1484,-0.2608,0.2278
2004,9,ARI,0.4795,0.5088,0.8445,0.0689,-0.0559,0.3212,-0.3123,-0.1739,0.4287,0.5361,0.3203,0.3867,0.2065,0.3379,0.9559,-0.0379,-0.1286,0.5159
2004,10,ARI,0.3598,0.376,0.7818,0.0196,-0.0704,0.3174,-0.2515,-0.1023,0.6165,0.5579,0.3281,0.402,0.1991,0.3272,0.9475,-0.1642,-0.2933,0.1725
2004,11,ARI,0.227,0.2595,0.7146,0.1425,0.0801,0.3634,-0.2801,-0.1174,0.5799,0.4767,0.255,0.2745,0.2334,0.392,0.9818,-0.114,-0.2388,0.2715
2004,12,ARI,0.2734,0.2868,0.7312,-0.3117,-0.4912,0.2063,-0.2253,-0.0474,0.7502,0.5875,0.326,0.3978,0.2246,0.3872,0.98,-0.156,-0.2977,0.1659
2004,13,ARI,0.0336,0.0023,0.5443,-0.6411,-0.9638,0.1147,-0.1938,0.0015,0.8463,0.5622,0.3002,0.3518,0.2807,0.4798,0.9969,-0.1144,-0.2425,0.2641
2004,14,ARI,-0.1472,-0.2418,0.3781,-0.9408,-1.388,0.0602,-0.2271,-0.0298,0.7893,0.5286,0.2691,0.2969,0.2375,0.4124,0.9875,-0.1617,-0.3027,0.1582
2004,15,ARI,-0.1437,-0.2863,0.3484,-1.1054,-1.63,0.0368,-0.3034,-0.1074,0.6034,0.5775,0.2955,0.344,0.1719,0.3117,0.935,-0.2478,-0.43,0.0368
2004,16,ARI,-0.1659,-0.3173,0.3292,-0.9986,-1.4332,0.0558,-0.3586,-0.1631,0.4595,0.64,0.3341,0.412,0.1481,0.2806,0.8993,-0.2159,-0.3844,0.0646
2004,17,ARI,-0.0118,-0.1629,0.4319,-0.9548,-1.4732,0.0516,-0.3363,-0.1282,0.5527,0.6099,0.3037,0.3582,0.1106,0.2209,0.7949,-0.2384,-0.4249,0.0391
2005,1,ARI,-1.5975,-0.8929,0.0712,-1.3517,-0.3858,0.2311,-0.2689,-0.1731,0.4313,0.6383,0.4256,0.5798,0.3974,0.2352,0.8233,0.0705,-0.1011,0.5798
2005,2,ARI,-0.9165,-0.6885,0.1366,0.5622,0.5625,0.5226,-0.3662,-0.2389,0.2634,0.6469,0.4428,0.6109,-0.1568,-0.0304,0.1585,-0.5658,-0.456,0.0247
2005,3,ARI,-0.9393,-0.7536,0.1122,1.0064,0.8534,0.6219,-0.4423,-0.302,0.137,0.8721,0.5714,0.807,-0.1207,-0.0313,0.1568,-0.3449,-0.356,0.0898
2005,4,ARI,-1.4626,-1.4089,0.0072,0.084,0.0474,0.3521,-0.4614,-0.3317,0.0965,0.5804,0.4121,0.5541,-0.0276,0.0393,0.3128,-0.2869,-0.3559,0.0901
2005,5,ARI,-1.2793,-1.3607,0.0091,0.5133,0.4618,0.4903,-0.3457,-0.2532,0.2304,0.5052,0.3669,0.4722,-0.082,-0.0155,0.1868,-0.2007,-0.2875,0.1831
2005,6,ARI,-1.2793,-1.342,0.0102,0.5133,0.5072,0.5041,-0.3457,-0.2406,0.2592,0.5052,0.3571,0.4553,-0.082,-0.0191,0.1794,-0.2007,-0.292,0.1753
2005,7,ARI,-1.3248,-1.3785,0.0084,0.3036,0.2452,0.4169,-0.3897,-0.2722,0.1883,0.488,0.3202,0.3864,-0.1402,-0.0931,0.0694,-0.134,-0.2469,0.2547
2005,8,ARI,-1.0722,-1.1283,0.0287,0.4415,0.4346,0.4818,-0.4476,-0.3331,0.0944,0.3809,0.2268,0.2272,-0.0765,-0.0429,0.1371,-0.0677,-0.1583,0.4453
2005,9,ARI,-1.079,-1.1791,0.0229,0.8409,1.0165,0.6731,-0.428,-0.315,0.1179,0.6434,0.4257,0.58,-0.1569,-0.1672,0.0188,-0.1222,-0.2278,0.2935
2005,10,ARI,-0.9451,-1.0206,0.0444,0.2359,0.2192,0.4078,-0.3803,-0.2684,0.1968,0.5979,0.3822,0.5004,-0.0483,-0.0316,0.1564,-0.1033,-0.1967,0.3591
2005,11,ARI,-0.9149,-1.014,0.0457,0.4795,0.5558,0.5205,-0.503,-0.3849,0.0427,0.6592,0.4198,0.5684,-0.0337,-0.0066,0.2059,-0.1647,-0.2844,0.1883
2005,12,ARI,-0.632,-0.74,0.1166,0.5398,0.6831,0.5672,-0.4388,-0.3198,0.1105,0.5827,0.3412,0.426,-0.0143,0.0164,0.2582,-0.2421,-0.3912,0.0583
2005,13,ARI,-0.9003,-1.0812,0.0353,0.0506,0.0342,0.3491,-0.4608,-0.3307,0.0976,0.5304,0.2847,0.324,0.0231,0.0687,0.3887,-0.1685,-0.2915,0.1758
2005,14,ARI,-0.8004,-0.9679,0.0538,0.0736,0.1239,0.3777,-0.425,-0.2863,0.1632,0.5505,0.2889,0.3315,-0.006,0.0221,0.2704,-0.2055,-0.335,0.115
2005,15,ARI,-0.9348,-1.1331,0.0283,-0.1138,-0.1164,0.3027,-0.4706,-0.3329,0.0947,0.5223,0.2446,0.2582,0.0323,0.0777,0.4156,-0.1456,-0.25,0.2485
2005,16,ARI,-0.9193,-1.1222,0.0299,-0.5225,-0.7122,0.1584,-0.4058,-0.2566,0.2227,0.526,0.2353,0.2422,0.0428,0.0937,0.4615,-0.1575,-0.2673,0.2175
2005,17,ARI,-0.7791,-0.995,0.0486,0.2082,0.4024,0.471,-0.4563,-0.3004,0.14,0.6145,0.3054,0.3613,0.0256,0.0661,0.3813,-0.1482,-0.2605,0.2283
2006,1,ARI,-2.2756,-1.3746,0.0085,-4.8336,-1.9643,0.02,-0.0014,-0.0681,0.7037,0.5825,0.4043,0.5403,-0.131,0.0574,0.3581,-0.1266,-0.182,0.3931
2006,2,ARI,-1.4095,-1.1288,0.0286,-0.6923,-0.3052,0.2507,0.0415,-0.0044,0.8352,1.133,0.6717,0.9062,-0.0012,0.0957,0.4683,-0.082,-0.1808,0.3958
2006,3,ARI,-0.8789,-0.7629,0.1084,0.0977,0.1595,0.3893,-0.2489,-0.1727,0.4329,0.9526,0.6164,0.8586,-0.1183,-0.0068,0.2053,-0.3091,-0.3564,0.0894
2006,4,ARI,-0.3185,-0.2658,0.3616,0.209,0.125,0.3782,-0.4292,-0.307,0.13,0.8754,0.5994,0.8395,0.083,0.1662,0.6653,-0.3746,-0.4393,0.0321
2006,5,ARI,-0.149,-0.1098,0.4663,0.2546,0.1458,0.385,-0.351,-0.2578,0.2196,1.1198,0.7956,0.9725,-0.063,0.014,0.2518,-0.2991,-0.3863,0.0629
2006,6,ARI,0.5396,0.6116,0.8847,0.4047,0.3345,0.4482,-0.2565,-0.1728,0.4322,0.9119,0.6417,0.8819,-0.0026,0.0701,0.3941,-0.2859,-0.3939,0.0564
2006,7,ARI,0.194,0.224,0.6933,-0.2023,-0.4778,0.2094,-0.2385,-0.1535,0.4867,0.7783,0.5346,0.7581,-0.0021,0.0691,0.3901,-0.1459,-0.252,0.2449
2006,8,ARI,-0.0042,-0.0022,0.5405,-0.1092,-0.4135,0.2241,-0.2086,-0.1185,0.5765,0.6935,0.4647,0.6492,0.0282,0.0945,0.4638,-0.1733,-0.2801,0.1955
2006,9,ARI,-0.0042,-0.002,0.5408,-0.1092,-0.3962,0.2286,-0.2086,-0.1128,0.5901,0.6935,0.4547,0.6324,0.0282,0.0864,0.4401,-0.1733,-0.2873,0.1834
2006,10,ARI,0.1773,0.1988,0.6766,-0.0774,-0.2496,0.2652,-0.2133,-0.1154,0.5851,0.7434,0.4921,0.6941,-0.0059,0.0333,0.2973,-0.2066,-0.31,0.1485
2006,11,ARI,-0.0273,-0.0554,0.5035,-0.1166,-0.3282,0.245,-0.2002,-0.0931,0.6391,0.7247,0.4719,0.6615,0.0153,0.0625,0.3727,-0.2559,-0.3726,0.0747
2006,12,ARI,-0.0152,-0.0396,0.5138,-0.3558,-0.75,0.1527,-0.1489,-0.0271,0.7941,0.6997,0.4401,0.6061,0.0518,0.1177,0.5301,-0.2736,-0.3975,0.0537
2006,13,ARI,-0.0848,-0.2044,0.4046,-0.1589,-0.3081,0.2496,-0.2856,-0.1721,0.4351,0.7301,0.4601,0.6418,0.0638,0.1334,0.5752,-0.2782,-0.4053,0.0494
2006,14,ARI,-0.0853,-0.2509,0.3727,-0.0411,-0.0618,0.32,-0.2771,-0.1556,0.4795,0.7626,0.4849,0.6842,0.0473,0.1059,0.4977,-0.3009,-0.4295,0.0372
