season,for_week,team,unit_type,ideal_value
1999,4,CLE,st_off,1.5975771713763747
1999,4,DAL,pass_def,5.629134751552717
1999,4,DAL,pass_off,3.4976014867254213
1999,4,DAL,rush_def,-0.1871638575781645
1999,4,DAL,rush_off,4.901073733708663
1999,4,DAL,st_def,0.5644839857722835
1999,4,DAL,st_off,-0.642228343793767
1999,4,DEN,pass_def,-2.2603371786618935
1999,4,DEN,pass_off,-3.841172224905887
1999,4,DEN,rush_def,0.6875564606916283
1999,4,DEN,rush_off,-1.4751891758425377
1999,4,DEN,st_def,-0.0016143483801106667
1999,4,DEN,st_off,2.147736800156926
1999,4,DET,pass_def,8.666151921870055
1999,4,DET,pass_off,-2.812472185773966
1999,4,DET,rush_def,0.20398202306605068
1999,4,DET,rush_off,1.6034007197418965
1999,4,DET,st_def,0.23785438781400914
1999,4,DET,st_off,3.5845939825993183
1999,4,GB,pass_def,-0.9473616570303748
1999,4,GB,pass_off,9.288314086283735
1999,4,GB,rush_def,-4.780688171924114
1999,4,GB,rush_off,-1.3359984603170858
1999,4,GB,st_def,-0.3230176933720068
1999,4,GB,st_off,-1.195627762601031
1999,4,IND,pass_def,7.344937322923302
1999,4,IND,pass_off,15.696769646470095
1999,4,IND,rush_def,0.9616219663722935
1999,4,IND,rush_off,-2.3589676151942705
1999,4,IND,st_def,-1.3081262213264522
1999,4,IND,st_off,-2.5879931853077
1999,4,JAX,pass_def,4.836184898961805
1999,4,JAX,pass_off,4.489381332065482
1999,4,JAX,rush_def,2.8605507837655217
1999,4,JAX,rush_off,-5.606057240233656
1999,4,JAX,st_def,-0.4185259460021621
1999,4,JAX,st_off,1.361143865838763
1999,4,KC,pass_def,-0.9144146811144511
1999,4,KC,pass_off,3.1392109513952513
1999,4,KC,rush_def,-0.4195695626134677
1999,4,KC,rush_off,2.806857495722776
1999,4,KC,st_def,0.14366130050418327
1999,4,KC,st_off,2.271725512011934
1999,4,LAC,pass_def,0.13875195516543815
1999,4,LAC,pass_off,0.14987498130332075
1999,4,LAC,rush_def,1.621749259026318
1999,4,LAC,rush_off,-0.6891009694252528
1999,4,LAC,st_def,1.55708945029961
1999,4,LAC,st_off,4.028816980638265
1999,4,LAR,pass_def,0.2334884073331351
1999,4,LAR,pass_off,19.28743544611801
