season,week,team,pass_off_norm_value_pre,pass_off_ptile_pre,rush_off_norm_value_pre,rush_off_ptile_pre,st_off_norm_value_pre,st_off_ptile_pre,pass_def_norm_value_pre,pass_def_ptile_pre,rush_def_norm_value_pre,rush_def_ptile_pre,st_def_norm_value_pre,st_def_ptile_pre,pass_off_norm_value_post,pass_off_ptile_post,rush_off_norm_value_post,rush_off_ptile_post,st_off_norm_value_post,st_off_ptile_post,pass_def_norm_value_post,pass_def_ptile_post,rush_def_norm_value_post,rush_def_ptile_post,st_def_norm_value_post,st_def_ptile_post
1999,1,ARI,0.3597,0.4149,0.1405,0.284,-0.1176,0.4791,-0.0269,0.6287,0.0136,0.7021,0.0804,0.5329,0.4745,0.4255,0.0139,0.1952,-0.0887,0.5075,0.561,0.7453,-0.0943,0.6063,0.0846,0.5364
1999,2,ARI,0.4861,0.4327,0.0177,0.1954,-0.087,0.5082,0.5494,0.7489,-0.1029,0.5925,0.0833,0.5383,-0.124,0.3535,-0.1371,0.1183,-0.0769,0.52,0.8614,0.7972,0.0189,0.7078,0.0735,0.5205
1999,3,ARI,-0.1452,0.3532,-0.1349,0.116,-0.075,0.5203,0.8505,0.8045,0.014,0.7035,0.072,0.5196,-0.5288,0.3069,-0.1382,0.1179,-0.0358,0.5595,0.8575,0.7963,-0.1796,0.5325,-0.0173,0.3777
1999,4,ARI,-0.5711,0.3041,-0.136,0.1157,-0.0333,0.5626,0.8465,0.8035,-0.1911,0.5117,-0.021,0.3707,-1.1067,0.2451,-0.239,0.0807,-0.0727,0.5239,0.3238,0.7013,-0.1439,0.5658,0.0376,0.4679
1999,5,ARI,-1.1789,0.2396,-0.2379,0.0774,-0.0707,0.525,0.3117,0.7028,-0.1543,0.5479,0.0352,0.4638,-0.9939,0.2585,-0.4059,0.0379,-0.1208,0.4792,0.6698,0.7647,-0.085,0.6154,0.0609,0.5022
1999,6,ARI,-1.0581,0.2514,-0.4066,0.0354,-0.1196,0.4765,0.6584,0.7697,-0.0931,0.6017,0.0591,0.4997,-1.7182,0.1822,-0.4796,0.0281,0.04,0.6277,0.6432,0.7604,-0.2654,0.4578,0.0524,0.4897
1999,7,ARI,-1.0581,0.2514,-0.4066,0.0354,-0.1196,0.4765,0.6584,0.7697,-0.0931,0.6017,0.0591,0.4997,-1.7182,0.1822,-0.4796,0.0281,0.04,0.6277,0.6432,0.7604,-0.2654,0.4578,0.0524,0.4897
1999,8,ARI,-1.8186,0.1723,-0.4811,0.0264,0.0437,0.6336,0.6318,0.7648,-0.2797,0.4313,0.0503,0.4862,-3.392,0.0721,-0.4354,0.033,0.1466,0.7205,0.2824,0.6921,-0.2739,0.4487,0.0865,0.5397
1999,9,ARI,-3.5804,0.0642,-0.4364,0.0308,0.1521,0.7277,0.2701,0.6942,-0.2883,0.4225,0.0853,0.5409,-3.7201,0.0604,-0.3753,0.0434,0.0182,0.6092,-0.163,0.5945,-0.2379,0.4834,0.1326,0.6037
1999,10,ARI,-3.92,0.0535,-0.3757,0.0402,0.0216,0.614,-0.1762,0.5893,-0.2512,0.4592,0.1325,0.6087,-3.5718,0.0649,-0.2349,0.0819,0.008,0.5994,-0.458,0.5225,-0.2177,0.4998,0.2073,0.7077
1999,11,ARI,-3.7574,0.0585,-0.2337,0.0794,0.0113,0.6039,-0.4718,0.5139,-0.2305,0.4777,0.209,0.7159,-3.8998,0.0546,-0.1014,0.1347,0.0596,0.6451,-0.0501,0.6215,-0.2787,0.4437,0.2119,0.7144
1999,12,ARI,-4.0972,0.0479,-0.0989,0.1324,0.0637,0.651,-0.063,0.6176,-0.2935,0.4174,0.2136,0.7221,-3.3627,0.0735,-0.1162,0.1277,0.1282,0.7044,0.2209,0.68,-0.3248,0.3983,0.183,0.6732
1999,13,ARI,-3.5255,0.0659,-0.1138,0.1255,0.1334,0.7117,0.2085,0.6822,-0.3408,0.3711,0.1841,0.68,-3.3709,0.0733,-0.1189,0.1265,0.1479,0.7211,0.0774,0.6495,-0.2448,0.477,0.1928,0.6868
1999,14,ARI,-3.5295,0.0658,-0.1165,0.1243,0.1535,0.7292,0.0648,0.6495,-0.2577,0.453,0.1941,0.6932,-4.3343,0.0415,-0.1189,0.1264,0.3215,0.8438,0.165,0.6673,-0.3436,0.3811,0.2283,0.7369
1999,15,ARI,-4.5403,0.0356,-0.1166,0.1243,0.3298,0.8528,0.1525,0.669,-0.3586,0.3554,0.2303,0.7452,-4.2089,0.0456,0.0871,0.2446,0.3472,0.8579,-0.3307,0.5532,-0.4767,0.2756,0.1739,0.6609
1999,16,ARI,-4.4024,0.0394,0.0917,0.2482,0.356,0.8664,-0.3443,0.5469,-0.4961,0.2486,0.1747,0.6663,-4.6284,0.0341,0.2397,0.3589,0.275,0.8131,-0.9681,0.3924,-0.6376,0.1746,0.1753,0.6632
1999,17,ARI,-4.8387,0.0294,0.2458,0.3684,0.2826,0.8234,-0.9831,0.3769,-0.6618,0.1518,0.176,0.669,-4.4167,0.0392,0.3059,0.4087,0.3358,0.8511,-1.3961,0.3001,-0.9315,0.0617,0.0793,0.5288
2000,1,ARI,-3.3112,0.0758,0.2454,0.3681,0.1875,0.7559,-0.7529,0.4385,-0.434,0.2952,0.0786,0.5289,-2.855,0.0996,0.1601,0.2961,0.3264,0.8467,-0.7603,0.4445,-0.5721,0.2108,0.118,0.5836
2000,2,ARI,-2.8767,0.0982,0.1654,0.3034,0.3348,0.8548,-0.7748,0.4325,-0.5871,0.1901,0.1175,0.5875,-1.4466,0.21,0.1173,0.2659,0.313,0.8376,-1.5446,0.2692,-0.5387,0.2317,0.0725,0.5181
2000,3,ARI,-2.8767,0.0982,0.1654,0.3034,0.3348,0.8548,-0.7748,0.4325,-0.5871,0.1901,0.1175,0.5875,-1.4466,0.21,0.1173,0.2659,0.313,0.8376,-1.5446,0.2692,-0.5387,0.2317,0.0725,0.5181
2000,4,ARI,-1.396,0.2159,0.1222,0.2705,0.3212,0.8475,-1.5609,0.2513,-0.5528,0.2107,0.0709,0.5169,-2.1932,0.1433,0.1099,0.2606,0.365,0.8655,-2.232,0.1509,-0.5863,0.2029,0.038,0.4685
2000,5,ARI,-2.1858,0.1427,0.1147,0.2652,0.374,0.8746,-2.2499,0.1354,-0.6021,0.1817,0.0357,0.4647,-2.1903,0.1435,0.2895,0.3953,0.2259,0.7794,-2.1657,0.1608,-0.6092,0.1907,0.0286,0.4521
2000,6,ARI,-2.1842,0.1429,0.2962,0.4061,0.2327,0.7892,-2.1834,0.145,-0.6258,0.1696,0.026,0.4468,-1.7104,0.1832,0.5518,0.5794,0.2196,0.7741,-1.9543,0.1939,-0.7925,0.1011,-0.0253,0.3644
2000,7,ARI,-1.6796,0.1873,0.5613,0.597,0.2263,0.7832,-1.9716,0.1764,-0.816,0.0851,-0.0291,0.3564,-1.5484,0.2007,0.5905,0.6029,0.2496,0.7965,-2.6915,0.0956,-0.961,0.0546,-0.0395,0.3418
2000,8,ARI,-1.5111,0.2045,0.6004,0.6206,0.2568,0.806,-2.7104,0.0837,-0.9904,0.0433,-0.0436,0.3352,-2.1372,0.1479,0.3598,0.4496,0.1677,0.7358,-2.9755,0.069,-1.1299,0.0277,-0.0187,0.3751
2000,9,ARI,-2.1339,0.1472,0.3672,0.4628,0.1735,0.7449,-2.995,0.0598,-1.1637,0.0222,-0.0222,0.3687,-2.3323,0.133,0.5455,0.5755,0.0748,0.6589,-2.8854,0.0767,-1.1838,0.0218,-0.0937,0.2656
2000,10,ARI,-2.3398,0.1312,0.555,0.5927,0.0792,0.6655,-2.9047,0.0668,-1.2191,0.0171,-0.099,0.257,-2.1664,0.1457,0.3637,0.4525,0.1311,0.7072,-3.0118,0.0666,-1.1956,0.0206,-0.0504,0.3261
2000,11,ARI,-2.1664,0.145,0.3712,0.4662,0.1363,0.7146,-3.0314,0.0576,-1.2311,0.0163,-0.0547,0.3183,-1.9983,0.1586,0.2611,0.3753,0.2741,0.8124,-3.4496,0.0385,-1.2098,0.0197,-0.0619,0.3104
2000,12,ARI,-1.9903,0.1586,0.2675,0.385,0.2816,0.8223,-3.4702,0.0314,-1.2455,0.0152,-0.0665,0.3022,-2.3449,0.1323,0.1634,0.299,0.3504,0.859,-3.7814,0.0241,-1.2159,0.019,-0.0752,0.291
2000,13,ARI,-2.3572,0.1296,0.1688,0.3066,0.3592,0.868,-3.8027,0.0195,-1.2516,0.0147,-0.08,0.2834,-3.1293,0.0856,0.2769,0.3867,0.4318,0.8945,-4.0687,0.0162,-1.2803,0.0142,-0.0768,0.2891
2000,14,ARI,-3.1834,0.0816,0.2835,0.3964,0.4419,0.9036,-4.0907,0.0133,-1.3176,0.0111,-0.0816,0.2803,-2.659,0.1114,0.2275,0.3485,0.3074,0.834,-4.1219,0.015,-1.3344,0.0115,-0.0649,0.3055
2000,15,ARI,-2.6705,0.1102,0.2291,0.3538,0.311,0.8414,-4.0922,0.0132,-1.3572,0.0095,-0.0686,0.2995,-2.4987,0.1222,0.1324,0.2755,0.3307,0.8489,-4.8283,0.0052,-1.3983,0.0093,-0.1128,0.2399
2000,16,ARI,-2.5024,0.1216,0.1347,0.2785,0.3338,0.8545,-4.7862,0.0044,-1.4203,0.0072,-0.117,0.231,-2.7092,0.1086,0.0554,0.2229,0.2674,0.8076,-3.9411,0.0188,-1.4324,0.0082,-0.1107,0.2425
2000,17,ARI,-2.7209,0.1074,0.0588,0.2245,0.2701,0.814,-3.9041,0.0168,-1.4531,0.0064,-0.1147,0.2337,-3.4438,0.0694,0.078,0.2379,0.3349,0.8508,-3.3244,0.0462,-1.4923,0.0059,-0.1307,0.2176
2001,1,ARI,-2.6975,0.1086,0.0563,0.2231,0.2656,0.8111,-3.8467,0.0179,-1.433,0.007,-0.1134,0.2354,-3.4153,0.071,0.0756,0.2367,0.3287,0.8481,-3.2802,0.049,-1.4758,0.0066,-0.129,0.2192
2001,2,ARI,-2.3132,0.1332,0.0963,0.2518,0.1796,0.75,-1.704,0.2243,-0.6672,0.1495,-0.074,0.2912,-1.8084,0.1746,0.0668,0.2305,0.1219,0.6986,-2.0245,0.1821,-0.7272,0.1306,-0.1317,0.2162
2001,3,ARI,-1.8005,0.1746,0.0703,0.2323,0.1239,0.7029,-2.0037,0.1703,-0.7288,0.121,-0.1335,0.2115,-1.6588,0.1887,0.2019,0.3294,0.0103,0.6011,-2.9514,0.0715,-0.7216,0.1333,-0.1696,0.1723
2001,4,ARI,-1.6452,0.1909,0.2035,0.334,0.0125,0.6048,-2.9166,0.0657,-0.7226,0.1236,-0.1719,0.1662,-0.8345,0.2746,0.2381,0.3579,-0.1147,0.4834,-2.8462,0.0806,-0.7914,0.102,-0.1388,0.2093
2001,5,ARI,-0.7977,0.2809,0.2401,0.3643,-0.1126,0.4842,-2.8411,0.0722,-0.804,0.0896,-0.1416,0.2026,-0.5625,0.3035,0.1341,0.277,-0.0058,0.5863,-2.643,0.1003,-0.8888,0.0724,-0.1403,0.2069
2001,6,ARI,-0.5146,0.3114,0.1363,0.2797,-0.0028,0.5907,-2.6393,0.0907,-0.9046,0.0624,-0.1432,0.2008,0.5968,0.4413,0.1305,0.2742,-0.1262,0.4757,-2.4212,0.1233,-0.8993,0.0688,-0.2061,0.1355
2001,7,ARI,0.6979,0.4599,0.1328,0.277,-0.1238,0.4738,-2.4181,0.1128,-0.9153,0.0596,-0.2102,0.1286,-0.059,0.3604,0.0781,0.2382,-0.2134,0.3963,-2.2393,0.1493,-0.8881,0.0727,-0.1864,0.1545
2001,8,ARI,0.0071,0.3708,0.0809,0.2404,-0.2117,0.3928,-2.2372,0.1372,-0.9036,0.0626,-0.19,0.1469,0.335,0.4075,-0.0833,0.1433,-0.2639,0.352,-2.0973,0.1703,-0.9088,0.0662,-0.2701,0.0848
2001,9,ARI,0.4182,0.4237,-0.08,0.1418,-0.2625,0.3467,-2.0957,0.1561,-0.925,0.0575,-0.2752,0.0781,0.0936,0.3774,-0.0495,0.1592,-0.3408,0.2901,-1.9598,0.1929,-0.9768,0.0505,-0.1691,0.1731
2001,10,ARI,0.1619,0.3888,-0.0461,0.1581,-0.3399,0.283,-1.959,0.1791,-0.9945,0.042,-0.1725,0.1654,1.5964,0.565,-0.0351,0.1662,-0.2281,0.3834,-2.7236,0.0922,-1.0019,0.0459,-0.1814,0.1601
2001,11,ARI,1.7375,0.5859,-0.0319,0.1662,-0.2264,0.3801,-2.7208,0.0829,-1.0207,0.0387,-0.185,0.1528,1.8511,0.5939,0.0436,0.2161,-0.0806,0.5157,-3.1757,0.0547,-0.9789,0.05,-0.1179,0.2321
2001,12,ARI,1.9992,0.6158,0.0465,0.2169,-0.0781,0.5168,-3.1724,0.0478,-0.9978,0.0414,-0.1204,0.2263,2.725,0.6957,0.0686,0.2319,-0.0373,0.5581,-3.1157,0.0584,-1.1102,0.0304,-0.05,0.327
2001,13,ARI,2.9109,0.7183,0.0717,0.2332,-0.0344,0.5611,-3.1127,0.051,-1.1336,0.0256,-0.0514,0.3233,2.8224,0.7058,0.0918,0.2478,-0.2319,0.3803,-3.3855,0.0418,-1.0925,0.032,-0.0211,0.3715
2001,14,ARI,3.0088,0.7289,0.0947,0.2507,-0.23,0.3765,-3.3808,0.0359,-1.115,0.0268,-0.0219,0.3697,2.9979,0.7229,-0.0264,0.1727,-0.1614,0.4438,-3.5008,0.0357,-1.006,0.0453,0.0048,0.4141
2001,15,ARI,3.1645,0.7428,-0.0235,0.1718,-0.1594,0.4414,-3.4645,0.0318,-1.0178,0.0391,0.0047,0.413,2.4944,0.6691,0.0441,0.2163,-0.2396,0.3737,-2.9699,0.0693,-0.9967,0.0468,-0.0048,0.3976
2001,16,ARI,2.6311,0.6886,0.0464,0.2168,-0.2375,0.3707,-2.9355,0.0637,-1.0074,0.0402,-0.005,0.3967,2.8201,0.7056,0.0952,0.2504,-0.206,0.4028,-2.5488,0.1091,-0.9999,0.0461,0.0524,0.4899
2001,17,ARI,2.9638,0.7237,0.0974,0.2526,-0.2038,0.4006,-2.5176,0.1018,-1.0098,0.0397,0.0531,0.4902,2.4731,0.6666,0.0964,0.2509,-0.1493,0.4545,-2.3705,0.131,-1.0061,0.0453,0.0392,0.4703
2002,1,ARI,1.4776,0.5556,0.0879,0.2457,-0.1338,0.4651,-1.2431,0.3195,-0.4241,0.3029,0.0481,0.4832,1.5636,0.5604,0.1526,0.2895,-0.0577,0.5384,-1.5497,0.268,-0.5555,0.2212,0.0494,0.4847
2002,2,ARI,1.5579,0.5646,0.1543,0.2948,-0.0554,0.5404,-1.5315,0.2586,-0.5608,0.2053,0.0478,0.4828,1.3842,0.5391,0.3267,0.4266,0.0752,0.6592,-1.5441,0.2695,-0.428,0.3127,-0.0212,0.3713
2002,3,ARI,1.3701,0.5417,0.326,0.4322,0.0773,0.6636,-1.5254,0.2601,-0.4297,0.2988,-0.0238,0.3659,0.7117,0.4554,0.4316,0.4994,0.0181,0.609,-1.5291,0.2734,-0.4341,0.3077,0.003,0.4104
2002,4,ARI,0.6684,0.4556,0.4299,0.5077,0.0203,0.6127,-1.5106,0.2636,-0.4357,0.2933,0.0008,0.4064,1.1139,0.5049,0.3454,0.4401,-0.0656,0.5309,-0.8482,0.4227,-0.4136,0.3248,-0.0075,0.3918
2002,5,ARI,1.0925,0.5075,0.3473,0.4483,-0.0638,0.5318,-0.8445,0.4139,-0.4217,0.3048,-0.0098,0.3883,1.0301,0.4936,0.2037,0.3308,0.0642,0.6492,-0.893,0.4118,-0.2803,0.4423,-0.0711,0.2969
2002,6,ARI,1.0954,0.5078,0.3466,0.4479,-0.0613,0.5345,-0.8511,0.4122,-0.423,0.3039,-0.0109,0.3865,1.0314,0.4939,0.2036,0.3306,0.066,0.6508,-0.8982,0.4108,-0.2813,0.4413,-0.0721,0.2951
2002,7,ARI,1.0065,0.4965,0.2058,0.3355,0.0687,0.6559,-0.8944,0.4012,-0.2851,0.4258,-0.0757,0.2892,1.0929,0.502,0.0857,0.2435,-0.0126,0.5804,-0.8332,0.4266,-0.3016,0.4213,0.0137,0.4265
2002,8,ARI,1.0719,0.5051,0.0885,0.2463,-0.0103,0.5831,-0.83,0.4178,-0.3064,0.4045,0.0118,0.4245,1.4096,0.5414,0.2847,0.3917,-0.0095,0.5835,-1.4929,0.2806,-0.257,0.4657,-0.0202,0.3724
2002,9,ARI,1.4052,0.5466,0.2868,0.3989,-0.0072,0.5868,-1.4879,0.268,-0.2603,0.4513,-0.0229,0.3677,1.123,0.5059,0.2523,0.3689,-0.0152,0.578,-1.5966,0.2584,-0.3525,0.3732,0.0073,0.4172
2002,10,ARI,1.1036,0.5086,0.2548,0.375,-0.0129,0.5802,-1.5927,0.2449,-0.3587,0.3553,0.0053,0.4139,1.2134,0.5178,0.2375,0.3575,0.0268,0.616,-2.2228,0.1527,-0.4986,0.2589,-0.0118,0.3855
2002,11,ARI,1.1994,0.5211,0.2399,0.3642,0.0292,0.6207,-2.2178,0.1402,-0.51,0.2386,-0.0143,0.3813,0.9635,0.4857,0.2579,0.3733,0.0952,0.6771,-2.6207,0.1022,-0.549,0.2253,-0.0311,0.354
2002,12,ARI,0.9376,0.4882,0.2603,0.3799,0.0979,0.682,-2.6167,0.0921,-0.5619,0.2043,-0.0339,0.3489,0.3634,0.4113,0.3883,0.4714,0.2091,0.767,-2.6509,0.0995,-0.6897,0.1484,-0.1238,0.2244
2002,13,ARI,0.3053,0.4073,0.3903,0.4807,0.2124,0.7737,-2.6483,0.0896,-0.7079,0.1299,-0.1285,0.2169,-0.9431,0.2642,0.2282,0.3492,0.3162,0.8399,-3.1341,0.0571,-0.8818,0.0745,-0.075,0.2914
2002,14,ARI,-1.0621,0.2506,0.2311,0.3568,0.3201,0.8469,-3.1331,0.05,-0.9067,0.0622,-0.0785,0.2853,-1.3781,0.217,0.2138,0.338,0.3793,0.8735,-3.1092,0.0592,-0.9054,0.0666,-0.0777,0.2876
2002,15,ARI,-1.4992,0.2058,0.2151,0.3434,0.3806,0.8783,-3.0826,0.0539,-0.9202,0.0588,-0.0801,0.2831,-0.7552,0.2841,0.2655,0.3792,0.204,0.7637,-3.0519,0.0641,-0.8415,0.0847,-0.1178,0.2321
2002,16,ARI,-0.8436,0.2755,0.2665,0.3841,0.2054,0.7689,-3.0219,0.0582,-0.8531,0.0735,-0.1206,0.226,-1.0582,0.2496,0.2899,0.3957,0.2094,0.7673,-3.079,0.0623,-0.7729,0.1094,-0.063,0.3081
2002,17,ARI,-1.1545,0.2419,0.2907,0.4019,0.2108,0.7727,-3.0475,0.0566,-0.7818,0.0979,-0.0651,0.304,-1.3561,0.2192,0.2596,0.3746,0.2912,0.8247,-3.3629,0.0437,-0.9981,0.0466,-0.1023,0.2551
2003,1,ARI,-0.899,0.2695,0.1759,0.3124,0.1643,0.7367,-1.756,0.2145,-0.408,0.3155,-0.0582,0.3136,-0.7799,0.281,0.2372,0.3572,0.0965,0.6777,-2.2519,0.1476,-0.3456,0.3794,-0.1056,0.2493
2003,2,ARI,-0.7957,0.2813,0.2385,0.3631,0.0978,0.6818,-2.2267,0.139,-0.347,0.3652,-0.1068,0.2452,-1.3559,0.2192,0.0907,0.2469,0.1045,0.6856,-2.6086,0.1034,-0.4286,0.3122,-0.1069,0.2474
2003,3,ARI,-1.3954,0.216,0.0934,0.2494,0.1057,0.6884,-2.5783,0.0961,-0.4315,0.2973,-0.1082,0.2431,-0.4717,0.3135,0.0236,0.2029,0.0633,0.6484,-2.7357,0.0912,-0.3715,0.3576,-0.1191,0.2307
2003,4,ARI,-0.474,0.3165,0.0271,0.2032,0.0646,0.652,-2.7037,0.0844,-0.3732,0.3426,-0.1204,0.2264,-1.1545,0.2404,0.0923,0.248,0.1369,0.7127,-3.1914,0.0541,-0.4117,0.3263,-0.0923,0.2682
2003,5,ARI,-1.1934,0.2383,0.0969,0.2523,0.1399,0.7184,-3.1808,0.0476,-0.42,0.3059,-0.0941,0.2636,-1.665,0.1876,0.0151,0.1959,0.2168,0.7721,-3.1929,0.0539,-0.3088,0.4131,-0.1794,0.1622
2003,6,ARI,-1.73,0.1816,0.0201,0.1972,0.22,0.7791,-3.1827,0.0475,-0.3143,0.3959,-0.1829,0.1547,-2.2332,0.1402,0.0495,0.2194,0.2096,0.7674,-3.0105,0.0668,-0.3934,0.3411,-0.1805,0.1611
2003,7,ARI,-1.736,0.1806,0.0185,0.1961,0.2202,0.7792,-3.1837,0.0474,-0.316,0.3942,-0.1841,0.1537,-2.2382,0.1397,0.048,0.2186,0.2111,0.7686,-3.0131,0.0666,-0.3952,0.3393,-0.182,0.1592
2003,8,ARI,-2.333,0.132,0.0528,0.2206,0.2142,0.7749,-3.0034,0.0594,-0.4032,0.3192,-0.1856,0.1519,-2.4895,0.1232,0.068,0.2314,0.0416,0.63,-3.2025,0.0534,-0.295,0.428,-0.0347,0.3485
2003,9,ARI,-2.5939,0.1151,0.0726,0.2341,0.0443,0.6341,-3.1935,0.0466,-0.3003,0.4109,-0.0357,0.3467,-2.1364,0.148,0.0431,0.2155,-0.0624,0.5343,-2.962,0.0702,-0.3017,0.421,-0.0207,0.3718
2003,10,ARI,-2.2227,0.14,0.0478,0.2175,-0.0601,0.5361,-2.9523,0.0622,-0.3073,0.4034,-0.0213,0.3705,-2.0111,0.1574,-0.0861,0.1427,-0.3147,0.3106,-3.0106,0.0668,-0.1949,0.5186,0.0103,0.4214
2003,11,ARI,-2.0899,0.1502,-0.0812,0.1414,-0.3137,0.3044,-3.0006,0.0595,-0.1965,0.5067,0.0102,0.4219,-2.4941,0.1228,-0.0957,0.1373,-0.1772,0.4274,-4.1083,0.0154,-0.1615,0.5501,-0.0201,0.3727
2003,12,ARI,-2.5983,0.1148,-0.0907,0.1363,-0.1756,0.4254,-4.0924,0.0132,-0.1623,0.5405,-0.021,0.3709,-2.7842,0.1039,-0.0621,0.1525,-0.1431,0.4603,-3.6072,0.0312,-0.1906,0.5222,-0.0687,0.2998
2003,13,ARI,-2.9009,0.0966,-0.0572,0.1525,-0.1415,0.4573,-3.5929,0.0267,-0.1927,0.51,-0.0705,0.2963,-3.6307,0.0631,-0.0826,0.1437,-0.1045,0.4941,-4.1156,0.0152,-0.2514,0.4707,0.0147,0.4281
2003,14,ARI,-3.7904,0.0572,-0.0775,0.1429,-0.1028,0.4943,-4.0993,0.0128,-0.2563,0.4544,0.0144,0.4278,-3.6405,0.0629,-0.1113,0.1297,-0.0743,0.5225,-4.7095,0.0062,-0.4356,0.3066,-0.0508,0.3251
2003,15,ARI,-3.7783,0.0578,-0.1065,0.1285,-0.0726,0.5228,-4.661,0.0052,-0.4415,0.289,-0.0516,0.3228,-3.313,0.0762,-0.1102,0.1302,-0.0535,0.5414,-4.6131,0.0073,-0.4489,0.2952,-0.0592,0.3139
2003,16,ARI,-3.4301,0.0701,-0.1052,0.1293,-0.0519,0.5435,-4.5644,0.006,-0.4548,0.2787,-0.0602,0.3105,-3.3058,0.0766,-0.2116,0.0891,-0.214,0.3959,-4.2631,0.012,-0.5873,0.2026,-0.0694,0.2989
2003,17,ARI,-3.4199,0.0705,-0.2059,0.087,-0.212,0.3926,-4.2176,0.0106,-0.5967,0.1848,-0.0704,0.2965,-3.0529,0.0896,-0.3257,0.0533,-0.0929,0.5045,-3.8964,0.0199,-0.673,0.156,-0.0221,0.3697
2004,1,ARI,-2.1479,0.1464,-0.1859,0.0951,-0.0928,0.5036,-2.0231,0.1677,-0.2481,0.463,0.0016,0.408,-2.1609,0.146,-0.0769,0.1464,-0.1179,0.4812,-2.264,0.1459,-0.2759,0.4469,0.0228,0.4415
2004,2,ARI,-2.1958,0.1421,-0.0722,0.1457,-0.1161,0.4813,-2.2407,0.1366,-0.2795,0.4315,0.0218,0.4395,-2.4881,0.1233,-0.1106,0.13,-0.0603,0.5364,-2.589,0.1052,-0.281,0.4417,0.034,0.4615
2004,3,ARI,-2.5373,0.1193,-0.1056,0.1291,-0.0588,0.5378,-2.5609,0.0975,-0.2848,0.4261,0.0331,0.4594,-2.8072,0.1027,-0.213,0.0887,-0.1333,0.4703,-2.0608,0.1764,-0.2526,0.4696,0.0374,0.4677
2004,4,ARI,-2.8683,0.0987,-0.2072,0.0864,-0.1315,0.4677,-2.0377,0.1655,-0.2557,0.4551,0.0366,0.466,-2.5006,0.122,-0.1411,0.1166,-0.3128,0.312,-1.9139,0.202,-0.1753,0.5364,0.0578,0.4973
2004,5,ARI,-2.5612,0.1181,-0.1369,0.1152,-0.3113,0.3057,-1.9063,0.1888,-0.1803,0.522,0.0569,0.4965,-1.9735,0.1607,-0.0599,0.1534,-0.3959,0.2474,-2.2108,0.1546,-0.0272,0.6642,0.0457,0.4799
2004,6,ARI,-2.5651,0.1175,-0.1376,0.1146,-0.3126,0.3049,-1.9201,0.1855,-0.183,0.5201,0.0575,0.4975,-1.9759,0.1604,-0.0589,0.1539,-0.3976,0.2464,-2.2253,0.1522,-0.0306,0.6613,0.0463,0.4806
2004,7,ARI,-2.0093,0.1568,-0.0554,0.1536,-0.396,0.24,-2.216,0.1405,-0.0316,0.6564,0.045,0.4789,-2.4622,0.1254,-0.043,0.1625,-0.1714,0.4338,-1.4929,0.2807,0.0063,0.6962,-0.0099,0.388
2004,8,ARI,-2.5214,0.1201,-0.0397,0.1622,-0.1692,0.4321,-1.4879,0.2681,0.0062,0.6937,-0.0123,0.3846,-2.4207,0.1279,-0.1088,0.1309,-0.3507,0.2825,-1.7931,0.222,0.0823,0.7606,-0.0709,0.2972
2004,9,ARI,-2.478,0.1226,-0.1056,0.129,-0.349,0.2769,-1.7872,0.209,0.084,0.7639,-0.0743,0.2908,-1.9374,0.1641,-0.009,0.1812,-0.4721,0.1961,-1.6196,0.2533,-0.0277,0.6635,-0.0648,0.3057
2004,10,ARI,-1.9693,0.1602,-0.0059,0.1813,-0.4712,0.1894,-1.6148,0.2403,-0.0295,0.6582,-0.0681,0.3002,-2.0625,0.1541,0.0546,0.2226,-0.4118,0.2363,-1.4322,0.2927,-0.1848,0.5275,-0.0068,0.3936
2004,11,ARI,-2.1025,0.1489,0.0577,0.2239,-0.4108,0.229,-1.4299,0.2798,-0.1923,0.5103,-0.0091,0.3896,-2.2567,0.1382,-0.0479,0.1601,-0.4143,0.2343,-1.4686,0.2854,-0.3181,0.4042,-0.035,0.3481
2004,12,ARI,-2.3035,0.1341,-0.045,0.1589,-0.4134,0.2273,-1.4677,0.2711,-0.3309,0.3805,-0.0378,0.3434,-2.1355,0.1482,-0.144,0.1156,-0.4385,0.2173,-1.8749,0.2089,-0.2917,0.4315,-0.0206,0.372
2004,13,ARI,-2.1769,0.1436,-0.1411,0.113,-0.4377,0.2096,-1.8745,0.1938,-0.304,0.4071,-0.0231,0.3668,-3.091,0.0872,-0.1319,0.1205,-0.3403,0.2908,-1.6851,0.2415,-0.5429,0.2291,-0.0048,0.3975
2004,14,ARI,-3.1855,0.0814,-0.1292,0.1184,-0.3391,0.2838,-1.6857,0.2271,-0.5651,0.203,-0.0071,0.3932,-2.7601,0.1053,-0.0285,0.1711,-0.3606,0.2754,-2.0771,0.174,-0.5472,0.2264,-0.1397,0.208
2004,15,ARI,-2.8137,0.1018,-0.0243,0.1712,-0.3573,0.2703,-2.0548,0.163,-0.5617,0.2046,-0.1435,0.2003,-2.0817,0.1526,-0.0576,0.1547,-0.272,0.345,-1.6101,0.2556,-0.5403,0.2308,-0.1644,0.1781
2004,16,ARI,-2.1022,0.149,-0.0532,0.1547,-0.269,0.3408,-1.5931,0.2448,-0.5542,0.2098,-0.1684,0.1703,-1.8908,0.168,-0.0579,0.1545,-0.3564,0.2788,-1.2103,0.34,-0.6577,0.1635,-0.147,0.1978
