season,week,team,pass_off_value_created,pass_off_norm_value_created,pass_off_ptile_created,pass_def_value_created,pass_def_norm_value_created,pass_def_ptile_created,rush_off_value_created,rush_off_norm_value_created,rush_off_ptile_created,rush_def_value_created,rush_def_norm_value_created,rush_def_ptile_created,st_off_value_created,st_off_norm_value_created,st_off_ptile_created,st_def_value_created,st_def_norm_value_created,st_def_ptile_created
2004,3,DET,-1.1027,-0.2313,0.4209,-5.5219,-4.5974,0.215,-1.1267,-0.9726,0.3462,1.3667,1.1451,0.6621,0.5699,-0.0489,0.5784,2.8975,2.8531,0.9143
2004,4,DET,-1.1027,-0.9144,0.3699,-5.5219,-4.6049,0.2143,-1.1267,-1.1026,0.3217,1.3667,1.3803,0.7032,0.5699,-0.1057,0.5673,2.8975,3.3451,0.9472
2004,5,DET,-0.4488,-0.363,0.4105,-0.7632,-0.6221,0.5212,-0.604,-0.9252,0.3537,1.7444,2.1685,0.8263,-0.3976,-1.1107,0.3553,1.9537,2.7429,0.903
2004,6,DET,-3.9353,-3.3857,0.2228,-3.5752,-3.471,0.2893,-1.3015,-1.3985,0.2714,-0.0426,0.4231,0.5371,0.4594,-0.2353,0.539,2.14,3.0062,0.9265
2004,7,DET,-0.4876,-0.1568,0.4264,-2.7909,-3.0325,0.3237,-0.4743,-0.8584,0.3681,0.0377,0.6076,0.5699,0.492,-0.1979,0.5476,1.4256,2.4348,0.872
2004,8,DET,-0.007,0.2934,0.4576,-4.3295,-4.7313,0.2058,-0.0934,-0.6201,0.4156,0.9896,1.7143,0.7575,-0.0723,-0.7769,0.4236,0.9136,1.8871,0.8044
2004,9,DET,-0.748,-0.6356,0.3901,-3.7375,-4.0973,0.2455,-0.5227,-1.0063,0.3406,1.1846,1.9747,0.7992,-0.9774,-1.8097,0.2263,0.7827,1.7475,0.7846
2004,10,DET,-3.2041,-2.9818,0.2461,-3.6853,-4.3257,0.2318,-0.2683,-0.7918,0.3807,0.954,1.7126,0.7572,-0.9874,-1.8913,0.2129,2.5405,4.1102,0.9764
2004,11,DET,-3.6302,-3.3507,0.2253,-3.4671,-4.228,0.2375,0.3037,-0.2399,0.4942,0.727,1.3923,0.7054,-0.0068,-0.6082,0.4588,2.344,3.8364,0.9692
2004,12,DET,-5.2584,-5.1573,0.137,-4.0624,-5.1076,0.1835,1.0082,0.4043,0.6183,0.812,1.5208,0.7263,-0.262,-0.8547,0.4072,1.7887,3.0555,0.9298
2004,13,DET,-5.6073,-5.5895,0.1207,-2.5262,-3.3837,0.2962,1.7239,1.1091,0.7373,0.7231,1.4525,0.7153,-0.3567,-1.0534,0.3664,1.3526,2.659,0.8954
2004,14,DET,-5.1527,-5.1179,0.1386,-2.2333,-3.1203,0.3162,1.8581,1.3324,0.7721,0.6681,1.3668,0.7009,-0.367,-1.1082,0.3556,1.2853,2.6302,0.8922
2004,15,DET,-4.1942,-4.2302,0.1777,-2.8741,-3.8519,0.2616,1.7442,1.2289,0.7559,0.6347,1.3484,0.6976,-0.5269,-1.3726,0.3018,1.5187,3.0009,0.9263
2004,16,DET,-4.5916,-4.8196,0.1507,-2.8102,-3.7201,0.271,1.6467,1.1561,0.7443,0.5707,1.2504,0.6807,-0.1674,-0.8193,0.4142,1.57,3.0573,0.9299
2004,17,DET,-4.6401,-4.8358,0.1499,-2.9316,-4.3042,0.2329,1.5493,1.0677,0.7314,0.5781,1.3082,0.6915,0.014,-0.5896,0.4625,1.677,3.416,0.9511
2005,1,DET,1.9546,1.7053,0.5555,15.8729,6.8635,0.935,-5.2282,-2.4765,0.1219,5.8195,2.8452,0.9015,-1.5783,-0.8142,0.4155,-2.6046,-1.2713,0.1726
2005,2,DET,-11.5488,-7.2212,0.071,5.3456,2.793,0.7649,-2.0765,-1.0466,0.3329,-2.2788,-1.7099,0.1987,-1.4263,-0.9046,0.3965,0.8524,0.5158,0.5401
2005,3,DET,-11.5488,-8.9454,0.0378,5.3456,3.631,0.8123,-2.0765,-1.4033,0.2706,-2.2788,-1.7676,0.1922,-1.4263,-1.1853,0.3393,0.8524,0.8676,0.6183
2005,4,DET,-11.002,-9.1438,0.0353,5.1522,4.0537,0.8319,-0.0623,-0.1408,0.513,-1.1897,-0.9155,0.3102,-0.2583,-0.5004,0.4821,0.809,1.0369,0.6545
2005,5,DET,-7.7242,-6.6886,0.085,4.2664,3.6192,0.8113,2.5413,1.7043,0.8211,-1.5024,-1.0776,0.2857,-0.9953,-1.183,0.3396,1.7836,1.9984,0.818
2005,6,DET,-9.8663,-9.0244,0.0368,6.4328,5.8151,0.9024,0.7865,0.3606,0.6099,-0.2147,0.0176,0.4678,-0.8184,-1.0055,0.3773,2.4097,2.6195,0.8913
2005,7,DET,-7.8595,-7.4584,0.0652,7.7633,7.3611,0.9467,0.2037,-0.161,0.509,-0.6467,-0.2902,0.4154,-1.2504,-1.5751,0.2637,1.4155,1.741,0.7836
2005,8,DET,-7.3309,-7.2199,0.0711,5.4309,5.4599,0.8895,0.1995,-0.207,0.5005,0.3712,0.7506,0.5939,-1.712,-2.1548,0.174,0.938,1.3122,0.7076
2005,9,DET,-8.2965,-8.1904,0.0508,4.9521,5.2804,0.8823,0.411,-0.0703,0.5279,0.2386,0.7123,0.5882,-1.6636,-2.1708,0.1709,0.6763,1.1313,0.673
2005,10,DET,-6.7163,-6.4909,0.0909,2.6012,2.7144,0.7592,1.0637,0.5143,0.6383,0.4375,0.9511,0.6279,-1.263,-1.8423,0.2211,0.6502,1.1133,0.6694
2005,11,DET,-6.2062,-6.0653,0.1044,1.6526,1.5816,0.6886,1.1905,0.6517,0.6613,0.4254,0.941,0.6256,-1.6385,-2.3553,0.1475,0.6779,1.1607,0.6792
2005,12,DET,-7.2899,-7.4014,0.0662,0.9924,0.8755,0.6407,1.3518,0.8044,0.688,0.1603,0.6924,0.5847,-1.663,-2.5469,0.1251,0.9121,1.4787,0.7399
2005,13,DET,-7.3443,-7.409,0.066,0.047,-0.3641,0.5413,1.4126,0.874,0.6996,0.0463,0.6064,0.5697,-1.3715,-2.2089,0.1664,1.0177,1.7257,0.7817
2005,14,DET,-6.5314,-6.6679,0.0856,0.3069,0.0479,0.5773,1.0199,0.5078,0.6371,-0.3562,0.1017,0.4816,-0.8866,-1.6869,0.2465,1.017,1.8348,0.7979
2005,15,DET,-6.1612,-6.3028,0.0973,-0.5783,-1.1271,0.4792,0.9483,0.4687,0.6305,-0.5214,-0.1621,0.4372,-1.2069,-2.2685,0.1586,0.6812,1.4319,0.7297
2005,16,DET,-6.0979,-6.2531,0.099,-0.8546,-1.4337,0.4556,0.8624,0.3862,0.6148,0.1316,0.717,0.5889,-1.0873,-2.174,0.1704,0.5859,1.3375,0.712
2005,17,DET,-4.9516,-5.0923,0.1398,-0.6792,-1.2931,0.4662,0.9399,0.4733,0.6316,-0.6014,-0.2129,0.4289,-1.2272,-2.513,0.1287,0.2347,0.9071,0.6277
2006,1,DET,-5.5531,-1.5114,0.332,2.7599,0.0138,0.5741,-6.174,-3.1021,0.0683,8.0605,4.0655,0.9717,-6.4255,-2.8664,0.0927,5.5312,2.3518,0.8624
2006,2,DET,-1.1724,-0.0399,0.4342,-9.6972,-6.5631,0.1123,-5.3708,-3.4469,0.0483,6.3242,4.4482,0.9811,-6.5025,-3.7029,0.0372,2.8509,1.5018,0.7444
2006,3,DET,-1.1657,-0.5938,0.3926,-11.751,-8.7819,0.0412,-2.7688,-2.2183,0.1529,5.9985,5.0596,0.9916,-5.6156,-3.7795,0.0337,1.8315,1.3036,0.7057
2006,4,DET,1.0994,1.1714,0.5185,-11.6233,-9.3875,0.0305,-2.7209,-2.4177,0.1285,3.876,3.5406,0.9492,-3.4409,-2.7466,0.1054,1.9309,1.6695,0.771
2006,5,DET,-3.0502,-2.1543,0.2907,-8.5553,-8.0498,0.0602,-2.256,-2.1623,0.1595,2.8824,2.8878,0.9043,-1.6895,-1.4409,0.2889,2.5788,2.4184,0.8697
2006,6,DET,-1.8926,-1.2507,0.3481,-6.3826,-6.4045,0.1198,-2.0428,-1.8588,0.2016,2.0475,2.1463,0.8236,-2.3549,-2.0173,0.1934,2.3705,2.3229,0.8589
2006,7,DET,0.0518,0.6835,0.4839,-6.2919,-6.8219,0.1023,-1.2195,-1.3163,0.2848,-0.6302,-0.2997,0.4138,-1.5779,-1.5491,0.269,1.6731,1.7622,0.7871
2006,8,DET,0.0518,0.6203,0.4802,-6.2919,-7.1171,0.0909,-1.2195,-1.403,0.2707,-0.6302,-0.296,0.4146,-1.5779,-1.6552,0.2518,1.6731,1.8728,0.8023
2006,9,DET,0.8806,1.429,0.5369,-4.022,-4.9216,0.1942,-1.1168,-1.362,0.2772,-0.8608,-0.5269,0.375,-1.5305,-1.7426,0.2377,1.8116,2.2472,0.8502
2006,10,DET,-0.4311,0.1226,0.4462,-4.1925,-5.4624,0.1643,-1.5216,-1.6663,0.2312,-1.0196,-0.8444,0.3227,-1.1207,-1.4521,0.2866,1.8603,2.406,0.8682
2006,11,DET,-0.6803,-0.1563,0.4264,-4.8703,-6.4563,0.1178,-1.1094,-1.2747,0.2921,-1.2955,-1.225,0.2642,-1.2425,-1.5755,0.2634,2.1638,2.9534,0.9224
2006,12,DET,-2.4193,-2.0894,0.2941,-5.5006,-7.6187,0.0744,-0.9823,-1.225,0.3008,-0.9822,-0.8578,0.3205,-1.1584,-1.5989,0.2596,2.0471,3.0259,0.9279
2006,13,DET,-2.1997,-1.6974,0.3197,-4.9431,-7.118,0.0909,-1.2715,-1.6163,0.2375,-0.8936,-0.7665,0.3354,-0.6742,-1.0585,0.3656,1.7142,2.663,0.8958
2006,14,DET,-3.3512,-2.9545,0.2475,-4.5645,-6.8522,0.1012,-1.4956,-1.8683,0.2002,-0.9918,-0.8633,0.3195,-0.3239,-0.6999,0.4389,1.7605,2.8095,0.9098
2006,15,DET,-4.8513,-4.5823,0.1621,-3.4397,-5.6988,0.1525,-1.6984,-2.1402,0.1621,-1.0312,-0.9295,0.3081,0.0346,-0.2333,0.5394,1.6844,2.8649,0.9152
2006,16,DET,-4.3096,-4.0921,0.1843,-3.5363,-5.8827,0.1426,-1.7119,-2.2437,0.15,-1.0963,-0.9539,0.3041,0.0892,-0.169,0.5536,1.5377,2.7067,0.8997
2006,17,DET,-2.7975,-2.5282,0.2695,-2.9998,-5.2113,0.1774,-1.904,-2.5374,0.1162,-1.0947,-0.9755,0.3008,0.1736,-0.199,0.5472,1.3963,2.702,0.8991
2007,1,DET,7.0738,4.918,0.7708,-1.0305,-1.6213,0.4412,4.3298,1.5166,0.7961,-3.0288,-0.9538,0.3042,3.9193,1.9939,0.905,6.6533,2.7506,0.9039
2007,2,DET,2.6743,2.3783,0.6055,2.2337,0.7327,0.6291,0.7439,0.2185,0.5852,-0.4579,-0.0334,0.4585,0.0475,0.193,0.6272,2.7349,1.3637,0.7174
2007,3,DET,0.6134,0.9589,0.5027,-4.6716,-3.6006,0.2801,1.6679,0.752,0.6786,-3.9475,-2.3279,0.1271,-0.7185,-0.5373,0.4743,2.1934,1.5246,0.7475
2007,4,DET,1.3408,1.7275,0.5572,-0.1296,-0.5802,0.5245,0.7787,0.0935,0.5584,-2.6458,-1.5001,0.2258,-1.5312,-1.2812,0.3212,0.5955,0.5019,0.5368
2007,5,DET,-3.2546,-2.138,0.2914,-3.3377,-3.3652,0.2976,1.4656,0.7225,0.6734,-0.664,-0.0674,0.4526,-1.8932,-1.5934,0.2602,0.8985,0.7959,0.6047
2007,6,DET,-3.2546,-2.4666,0.273,-3.3377,-3.6287,0.2774,1.4656,0.7443,0.6777,-0.664,-0.1503,0.4395,-1.8932,-1.6161,0.2568,0.8985,0.7509,0.5956
2007,7,DET,-2.7411,-2.3158,0.2821,-5.7917,-6.1981,0.1286,2.8434,1.9631,0.8484,0.4918,0.9208,0.622,-2.1024,-2.0434,0.1891,1.8787,1.8263,0.797
2007,8,DET,-0.7642,-0.5692,0.3945,-2.9156,-3.1504,0.3139,1.9223,1.3818,0.7791,0.2709,0.695,0.5851,-2.5487,-2.7439,0.1056,1.641,1.7326,0.7825
2007,9,DET,-0.0344,0.341,0.4608,0.4709,0.3127,0.5974,2.1375,1.7083,0.8211,0.4078,0.8506,0.6111,-1.824,-2.0877,0.1827,1.2454,1.4105,0.7261
2007,10,DET,-0.1066,0.2583,0.4556,0.2612,0.1337,0.5832,0.1379,-0.2518,0.4919,1.4765,1.9557,0.7967,-2.0333,-2.4849,0.1315,0.8908,1.0254,0.6524
2007,11,DET,-0.6948,-0.3485,0.412,-0.0519,-0.2833,0.5475,0.122,-0.245,0.493,2.0359,2.6843,0.8871,-2.2063,-2.6431,0.1157,0.548,0.6515,0.5731
2007,12,DET,-1.2241,-0.9259,0.3689,-1.3087,-1.8232,0.425,0.4311,0.0967,0.5589,1.9038,2.5048,0.865,-1.8806,-2.4444,0.1368,0.6551,0.8825,0.6217
2007,13,DET,-1.3739,-0.9478,0.3668,-2.6172,-3.6086,0.2793,0.5464,0.1826,0.5774,0.8287,1.4418,0.7135,-1.5917,-2.2022,0.1672,0.2357,0.3567,0.4996
2007,14,DET,-0.4763,0.0264,0.4393,-2.5656,-3.6765,0.2733,1.0888,0.7535,0.679,0.2034,0.711,0.5878,-1.6266,-2.3851,0.1441,0.1857,0.3623,0.5012
2007,15,DET,-1.5354,-1.0122,0.3623,-3.115,-4.6959,0.2081,1.099,0.7411,0.6772,-0.3093,0.1407,0.4886,-1.7438,-2.5913,0.1202,0.1405,0.3302,0.4919
2007,16,DET,-1.8563,-1.4078,0.3396,-3.0269,-4.6635,0.2104,1.0623,0.6896,0.6682,-0.3586,0.0986,0.4808,-1.3893,-2.2089,0.1664,0.3643,0.7375,0.5927
2007,17,DET,-2.4415,-2.2408,0.2858,-3.4441,-5.1673,0.1795,1.119,0.7856,0.6844,-0.2246,0.2853,0.5117,-0.8193,-1.5213,0.2744,0.0677,0.3584,0.5001
2008,1,DET,6.6185,4.6415,0.7563,-6.4891,-4.0762,0.2468,1.1904,0.0973,0.5593,-19.397,-7.205,0.0005,-1.329,-0.5488,0.4718,1.2012,0.4586,0.5259
2008,2,DET,-10.9637,-7.1871,0.0721,-8.8132,-5.9443,0.1391,0.6684,-0.1266,0.5159,-10.3737,-4.9752,0.0097,1.3588,0.9287,0.7698,1.9594,1.1628,0.6796
2008,3,DET,-10.097,-7.6965,0.0611,-12.1246,-8.8231,0.0403,2.2286,1.0071,0.7212,-8.1645,-4.7409,0.0121,2.4675,1.7893,0.8844,1.6266,1.2932,0.7036
2008,4,DET,-10.097,-7.7507,0.06,-12.1246,-9.9313,0.0234,2.2286,1.2193,0.7542,-8.1645,-5.2167,0.0072,2.4675,1.9236,0.8987,1.6266,1.3696,0.7186
2008,5,DET,-14.5942,-12.0528,0.0076,-14.6588,-12.5204,0.0047,2.1568,1.2459,0.759,-4.3533,-2.9744,0.0772,2.436,1.863,0.8929,2.0657,1.9641,0.8138
2008,6,DET,-13.0762,-10.8549,0.0153,-11.8458,-11.3074,0.0098,1.2288,0.5515,0.6442,-1.333,-0.7716,0.3346,2.0613,1.8373,0.8896,1.7219,1.7663,0.7875
2008,7,DET,-10.3383,-8.9116,0.0387,-11.7231,-11.3726,0.0096,1.1232,0.3734,0.6125,-1.9874,-1.3017,0.2521,2.6702,2.5062,0.9442,1.4901,1.6719,0.7714
2008,8,DET,-8.8796,-7.9573,0.0559,-11.7677,-12.0194,0.0064,0.9851,0.3616,0.6102,-1.2982,-0.7256,0.3421,1.4258,1.3779,0.8388,1.6806,1.9875,0.8161
2008,9,DET,-8.004,-7.3251,0.0683,-10.2724,-11.0838,0.0116,0.7691,0.199,0.5813,-1.7523,-1.2163,0.2654,1.3817,1.3765,0.8385,2.3444,2.8059,0.9093
2008,10,DET,-7.8701,-7.2152,0.0714,-10.4537,-12.3151,0.0053,0.8054,0.3587,0.6095,-2.3936,-2.0783,0.1532,0.575,0.4786,0.6886,2.5511,3.0601,0.9302
2008,11,DET,-8.2353,-7.8079,0.0589,-8.9737,-10.6746,0.0153,1.1377,0.7638,0.6803,-3.737,-3.7557,0.0392,0.9418,0.8585,0.7584,2.2978,3.0097,0.9269
2008,12,DET,-9.9489,-9.3708,0.032,-7.3328,-8.939,0.0383,1.0865,0.7894,0.6851,-3.5169,-3.5841,0.0467,0.8276,0.7649,0.7399,1.8187,2.5177,0.8804
2008,13,DET,-10.6823,-10.1164,0.0218,-6.9652,-8.7478,0.0418,0.4313,0.1169,0.5639,-4.1694,-4.7304,0.0125,0.6898,0.5593,0.7025,0.9143,1.5212,0.7471
2008,14,DET,-9.7232,-8.7821,0.0407,-6.8704,-9.0854,0.0356,0.3081,-0.0093,0.5406,-3.9345,-4.5483,0.0158,0.778,0.7111,0.729,0.6662,1.2246,0.6904
2008,15,DET,-8.6611,-8.1216,0.0524,-7.3692,-9.9731,0.0228,0.182,-0.2371,0.4949,-3.7376,-4.3782,0.0194,1.5264,1.6658,0.8715,0.6472,1.2237,0.6903
2008,16,DET,-8.4579,-7.9874,0.0554,-8.4342,-11.6082,0.0082,0.3209,-0.0771,0.5267,-4.1254,-4.8766,0.0108,1.2379,1.3151,0.8313,0.4832,1.0219,0.6517
2008,17,DET,-7.8815,-7.6915,0.0612,-8.1575,-11.0891,0.0115,0.4049,-0.0183,0.5389,-4.2019,-5.0139,0.0091,1.2504,1.388,0.8403,0.4587,1.0585,0.6596
2009,1,DET,-15.0473,-6.9106,0.0786,-18.4526,-10.6587,0.0155,0.9916,0.0989,0.5599,10.627,4.0764,0.9721,7.1486,3.6801,0.9873,4.9155,2.3147,0.8582
2009,2,DET,-13.7127,-8.8851,0.0391,-13.2623,-8.9379,0.0384,0.9368,0.1964,0.5803,7.2204,3.7709,0.9609,1.8723,1.4685,0.8498,0.7311,0.4515,0.524
2009,3,DET,-6.2767,-4.6752,0.1573,-11.1309,-8.3876,0.05,1.0058,0.2988,0.5998,5.8807,4.0862,0.9726,0.7945,0.5219,0.697,0.0134,0.179,0.4565
2009,4,DET,-4.3845,-3.2266,0.2326,-7.2534,-6.3762,0.1216,0.9138,0.3829,0.6145,1.491,1.2648,0.6836,0.1998,0.0276,0.5948,-3.0344,-2.2198,0.0642
2009,5,DET,-2.6447,-1.8695,0.3078,-6.8717,-6.2191,0.1276,0.2536,-0.0984,0.5215,0.815,0.9184,0.6216,-0.021,-0.3111,0.5234,-2.636,-2.1847,0.0673
2009,6,DET,-5.1891,-4.1829,0.1796,-6.3524,-6.3148,0.1242,-0.3705,-0.5672,0.4274,0.3779,0.5866,0.5662,0.0801,-0.1386,0.5599,-2.1914,-1.9695,0.0855
2009,7,DET,-5.1891,-4.408,0.1703,-6.3524,-6.4074,0.1195,-0.3705,-0.7301,0.3927,0.3779,0.7226,0.5895,0.0801,-0.1949,0.548,-2.1914,-2.0336,0.0792
2009,8,DET,-5.8459,-5.1672,0.1366,-6.7256,-7.1466,0.0898,-0.526,-0.9124,0.356,-0.943,-0.4586,0.3865,-0.1058,-0.384,0.5074,-1.6162,-1.519,0.1368
2009,9,DET,-7.0977,-6.7051,0.084,-5.8883,-6.4985,0.1157,0.0772,-0.3395,0.4746,-0.2938,0.1046,0.4823,0.3028,0.1246,0.6134,-2.0419,-2.0727,0.0763
2009,10,DET,-7.4539,-7.3242,0.0684,-6.3775,-7.3761,0.0819,-0.4522,-0.8887,0.3611,0.9614,1.4459,0.7143,-0.0771,-0.2688,0.5318,-1.7908,-1.8915,0.0942
2009,11,DET,-5.4696,-5.6417,0.1193,-8.6078,-9.7477,0.0252,-0.3859,-0.7919,0.3806,1.1178,1.6668,0.7493,0.1368,0.0274,0.5947,-1.7693,-2.0789,0.0759
2009,12,DET,-7.2314,-7.4594,0.0652,-9.2386,-10.402,0.0178,-0.5255,-1.0219,0.3371,1.3113,2.0028,0.8032,0.2338,0.1138,0.6118,-0.5745,-0.5353,0.2993
2009,13,DET,-8.0277,-8.2094,0.0505,-7.8699,-9.3158,0.0317,-0.119,-0.5849,0.4239,1.2544,1.9792,0.7999,-0.0353,-0.3085,0.524,-0.6751,-0.6363,0.2811
2009,14,DET,-8.504,-8.2877,0.0492,-8.1108,-10.1769,0.0206,0.0714,-0.3325,0.476,-0.0571,0.3403,0.5217,-0.4116,-0.865,0.4048,-0.7453,-0.8027,0.2504
2009,15,DET,-8.8456,-8.9899,0.0372,-6.8644,-8.6708,0.0434,-0.0159,-0.4719,0.4478,-0.2404,0.1313,0.4873,-0.131,-0.5088,0.4801,-1.1441,-1.3827,0.1555
2009,16,DET,-9.5109,-9.6801,0.027,-6.9011,-8.9745,0.0376,-0.1714,-0.6452,0.4107,0.5917,1.2538,0.6813,-0.2063,-0.6739,0.4443,-0.9287,-1.0266,0.2118
2009,17,DET,-8.9996,-9.2182,0.0341,-7.4097,-9.7136,0.0257,-0.397,-0.9946,0.3423,0.2852,0.8776,0.6158,-0.1648,-0.5752,0.4659,-0.6799,-0.7122,0.2665
2010,1,DET,-13.1321,-5.68,0.1185,1.2898,-0.5411,0.5275,-2.0427,-0.7459,0.3892,6.8556,2.6229,0.8797,-0.8038,-0.2845,0.5291,2.8959,1.1517,0.6773
2010,2,DET,-3.1274,-1.8501,0.3095,-3.8017,-2.7509,0.3467,-1.273,-0.8033,0.3786,-0.2898,-0.0807,0.4501,0.323,0.4474,0.6819,3.4058,2.003,0.8186
2010,3,DET,-3.843,-3.1683,0.2347,0.1293,0.2131,0.5901,-1.9794,-1.3304,0.2826,-0.5644,-0.4123,0.3955,-0.9507,-0.566,0.468,0.5578,0.2263,0.4681
2010,4,DET,-0.7508,-0.3661,0.4103,-0.3269,-0.4702,0.5337,-2.3666,-1.8445,0.204,-0.5522,-0.3215,0.4098,-0.3768,-0.074,0.5733,1.8782,1.342,0.713
2010,5,DET,0.969,1.1227,0.5142,4.1576,3.5535,0.8075,-1.715,-1.5352,0.2513,-1.2631,-0.9564,0.3035,1.2137,1.1401,0.8057,1.469,1.326,0.7097
2010,6,DET,0.9066,1.0313,0.5083,3.2631,3.0144,0.7778,-1.7644,-1.6991,0.2258,-1.805,-1.5639,0.2173,1.9778,1.9826,0.9039,0.9543,0.9123,0.6284
2010,7,DET,0.9066,1.3464,0.532,3.2631,2.6867,0.758,-1.7644,-1.7872,0.213,-1.805,-1.4601,0.2313,1.9778,2.0449,0.9094,0.9543,1.0885,0.6651
2010,8,DET,-0.5893,0.1319,0.4469,6.052,5.5582,0.8933,-1.8087,-1.9608,0.187,-1.4767,-1.1313,0.2778,1.5781,1.6902,0.874,0.1645,0.2407,0.471
2010,9,DET,0.1215,0.6385,0.4811,4.7635,4.6569,0.8587,-2.1243,-2.3587,0.1351,-0.9575,-0.675,0.3502,1.2571,1.4052,0.8424,0.1972,0.2845,0.4815
2010,10,DET,0.2166,0.6034,0.4792,4.3749,4.961,0.8693,-2.4685,-2.9184,0.0815,-0.4677,-0.1972,0.4312,0.6887,0.8056,0.7497,0.7007,0.8603,0.6173
2010,11,DET,0.2694,0.4788,0.4706,2.9463,3.5306,0.8065,-2.6476,-3.0959,0.069,-0.2937,-0.1161,0.4447,0.095,0.178,0.6234,0.3512,0.3776,0.5054
2010,12,DET,-0.6946,-0.4086,0.4069,1.535,1.8185,0.704,-1.8011,-2.3468,0.1374,-0.7583,-0.6552,0.3542,0.0737,0.0815,0.6057,0.4468,0.5946,0.5594
2010,13,DET,-0.49,-0.2483,0.4198,0.8637,1.1623,0.6605,-1.6552,-2.39,0.1319,-0.995,-0.9567,0.3033,0.0479,-0.0052,0.5878,0.3958,0.6057,0.5628
2010,14,DET,-1.0479,-0.556,0.3957,2.7441,3.3646,0.7977,-1.6839,-2.4041,0.1302,-0.6904,-0.608,0.3615,-0.5124,-0.7867,0.4211,0.3601,0.6098,0.564
2010,15,DET,-0.2069,0.1603,0.4492,2.0477,2.7762,0.7636,-1.1733,-1.8958,0.1956,-1.0794,-1.1856,0.2699,-0.4242,-0.7153,0.4354,0.1864,0.4096,0.5136
2010,16,DET,0.4289,0.7714,0.4908,1.9811,2.8037,0.7658,-1.2068,-1.9563,0.1878,-1.2699,-1.5152,0.2236,-0.0815,-0.3071,0.5241,0.1513,0.4063,0.5127
2010,17,DET,0.2515,0.709,0.4864,1.8665,2.5482,0.7499,-1.1234,-1.9121,0.1937,-1.0779,-1.2343,0.263,0.1491,0.0391,0.5971,0.1136,0.3289,0.4914
2011,1,DET,13.6544,8.0396,0.902,2.4167,0.6434,0.6229,-5.1043,-2.0491,0.1738,3.2405,1.3554,0.6988,3.1872,1.5952,0.8641,-4.1816,-1.9883,0.0838
2011,2,DET,13.6967,9.7873,0.946,10.7054,7.2495,0.9442,-2.2469,-1.3469,0.2799,1.3658,0.7966,0.6012,2.4781,1.7718,0.882,1.3221,0.7581,0.597
2011,3,DET,12.3393,9.8896,0.9481,7.9677,7.1548,0.9419,-2.7409,-1.9699,0.1858,0.8567,0.6252,0.5732,0.9102,0.7382,0.7351,0.7189,0.5653,0.5506
2011,4,DET,8.6215,7.4323,0.8854,8.8818,8.246,0.962,-1.9252,-1.6819,0.2285,1.2252,1.0766,0.6495,1.0422,1.0366,0.7877,0.0748,-0.0785,0.3957
2011,5,DET,7.2436,6.9851,0.8696,5.5376,5.0944,0.8753,0.3119,0.0809,0.5553,1.9221,1.886,0.7856,0.4797,0.4311,0.678,0.0774,0.0651,0.4293
2011,6,DET,3.995,3.9993,0.7178,8.0469,7.9279,0.9569,0.2629,-0.0318,0.5363,0.1276,0.4354,0.5398,-1.0289,-1.1733,0.3414,0.0665,0.1501,0.4489
2011,7,DET,1.9573,2.1216,0.5884,6.9246,6.7829,0.9326,0.0718,-0.3107,0.48,0.6264,1.0096,0.6375,-1.7541,-2.2278,0.1644,0.0424,0.2565,0.4748
2011,8,DET,2.8396,3.0813,0.6544,9.8133,10.2047,0.9836,0.2791,-0.0535,0.532,0.2607,0.5935,0.5672,-1.6569,-2.2098,0.1662,-0.2265,-0.0838,0.394
2011,9,DET,2.8396,2.8853,0.641,9.8133,10.6686,0.9865,0.2791,-0.0997,0.5213,0.2607,0.6831,0.5835,-1.6569,-2.2614,0.1596,-0.2265,-0.1637,0.3772
2011,10,DET,-0.4223,-0.646,0.3894,8.8519,10.1634,0.9834,0.5007,0.1964,0.5803,1.3283,1.9271,0.7919,-1.833,-2.4417,0.137,-0.5735,-0.6945,0.2695
2011,11,DET,1.1448,1.0539,0.5098,8.1006,9.7082,0.9792,0.8197,0.7106,0.6722,1.0463,1.5133,0.7248,-1.9314,-2.6183,0.1178,-1.2476,-1.8333,0.0999
2011,12,DET,0.1466,0.0776,0.443,7.012,8.6609,0.968,1.2178,1.1586,0.7445,1.0152,1.5973,0.7388,-2.186,-3.0724,0.0755,-0.8146,-1.2153,0.181
2011,13,DET,0.0932,0.0831,0.4434,5.68,7.3231,0.9459,1.0041,0.8946,0.7028,1.096,1.868,0.7824,-2.9919,-4.3614,0.0168,-0.8167,-1.2678,0.1732
2011,14,DET,0.1398,0.3443,0.461,6.1246,8.1151,0.9606,0.7983,0.6268,0.6565,0.4165,0.9679,0.6304,-2.8621,-4.3006,0.0181,-0.6681,-0.9946,0.2177
2011,15,DET,1.0935,1.4215,0.5361,5.29,7.1848,0.9425,0.3135,0.0516,0.5507,-0.0392,0.315,0.5166,-2.5918,-3.8661,0.0304,-0.4805,-0.6532,0.2776
2011,16,DET,2.5984,2.9725,0.6471,5.9086,8.423,0.9651,0.2794,0.0391,0.5486,0.0206,0.3748,0.5291,-2.8071,-4.2841,0.0183,-0.3886,-0.4471,0.3174
2011,17,DET,3.5489,3.9296,0.713,4.3961,6.6088,0.9275,0.4103,0.2109,0.5835,0.0134,0.3652,0.5273,-2.8658,-4.4911,0.0142,-0.1482,-0.0951,0.3911
