season,week,team,pass_off_value_created,pass_off_norm_value_created,pass_off_ptile_created,pass_def_value_created,pass_def_norm_value_created,pass_def_ptile_created,rush_off_value_created,rush_off_norm_value_created,rush_off_ptile_created,rush_def_value_created,rush_def_norm_value_created,rush_def_ptile_created,st_off_value_created,st_off_norm_value_created,st_off_ptile_created,st_def_value_created,st_def_norm_value_created,st_def_ptile_created
1999,1,ARI,0.7476,0.8644,0.4967,13.5536,5.8481,0.9036,-7.3759,-2.8994,0.0829,-1.5272,-0.3926,0.3982,0.9809,0.1308,0.6144,0.2374,0.3877,0.5079
1999,2,ARI,-4.6673,-2.7763,0.2569,11.4471,5.9305,0.9067,-5.7968,-3.156,0.0655,2.1144,1.3185,0.6932,0.6995,0.0792,0.6051,-0.3175,0.1742,0.455
1999,3,ARI,-6.1612,-3.9564,0.1917,7.9251,5.2219,0.8799,-4.0092,-2.7167,0.0995,-1.7088,-0.881,0.3164,0.9577,0.3718,0.6638,-2.5121,-1.5773,0.1303
1999,4,ARI,-7.0622,-4.9229,0.1462,2.9296,1.902,0.7101,-6.0816,-3.745,0.0371,0.0484,0.1532,0.4911,0.438,0.1323,0.6149,-0.8024,-0.4927,0.3078
1999,5,ARI,-5.3998,-4.6297,0.1596,3.984,3.6221,0.8114,-5.8648,-3.8966,0.0321,0.4037,0.5119,0.553,0.0415,-0.1744,0.5524,-0.2411,-0.0307,0.4072
1999,6,ARI,-6.481,-6.0677,0.1043,3.4918,3.3501,0.7969,-5.3948,-4.1741,0.0249,-1.0776,-0.6626,0.3523,0.894,0.6323,0.7156,-0.3152,-0.1161,0.3866
1999,7,ARI,-6.481,-6.2759,0.0984,3.4918,3.4038,0.8004,-5.3948,-4.648,0.0151,-1.0776,-0.5909,0.3648,0.894,0.591,0.7085,-0.3152,-0.1008,0.3896
1999,8,ARI,-8.9947,-9.0329,0.0366,1.8933,1.8579,0.7072,-4.5069,-4.1797,0.0247,-1.0847,-0.626,0.359,1.2751,1.0646,0.7925,0.1069,0.432,0.5192
1999,9,ARI,-9.0926,-9.5403,0.0293,0.3834,0.2598,0.5935,-3.6841,-3.7432,0.0372,-0.5765,-0.0564,0.4547,0.6234,0.4045,0.6721,0.5509,0.9286,0.6319
1999,10,ARI,-8.0721,-8.7782,0.0408,-0.2185,-0.1881,0.556,-3.4145,-3.375,0.0521,-0.3924,-0.022,0.4607,0.5301,0.2247,0.6346,1.1202,1.7678,0.7876
1999,11,ARI,-7.9742,-8.187,0.051,0.5535,0.4127,0.6045,-2.7361,-3.2947,0.0569,-0.708,-0.4175,0.3944,0.6742,0.3836,0.6666,1.0392,1.7855,0.7916
1999,12,ARI,-6.8321,-7.2945,0.0692,1.2764,1.3607,0.6738,-2.5787,-3.1756,0.0642,-0.9022,-0.6391,0.3569,0.8378,0.6959,0.7267,0.7199,1.3826,0.7205
1999,13,ARI,-6.5727,-7.4222,0.0659,1.1666,1.2519,0.6671,-2.4142,-3.2161,0.0613,-0.6531,-0.253,0.4222,0.8419,0.7221,0.731,0.7208,1.4429,0.732
1999,14,ARI,-7.3405,-8.4705,0.0463,1.1544,1.2988,0.6696,-2.3803,-3.2238,0.0609,-1.4344,-1.2282,0.2636,1.2376,1.3155,0.8315,0.8772,1.6924,0.7752
1999,15,ARI,-6.8204,-7.9768,0.0556,0.4471,0.4482,0.6069,-1.8352,-2.6979,0.1017,-1.7595,-1.5594,0.2179,1.2335,1.3693,0.8374,0.5076,1.2179,0.6893
1999,16,ARI,-6.9612,-8.1704,0.0517,-0.5596,-0.8419,0.5033,-1.3608,-2.1208,0.1642,-2.2372,-2.1887,0.1427,1.0107,1.1091,0.8007,0.4775,1.1459,0.6763
1999,17,ARI,-6.2575,-7.2438,0.0703,-1.152,-1.7426,0.4317,-1.2266,-2.0515,0.1736,-2.8114,-2.8691,0.084,1.0957,1.2497,0.8226,-0.028,0.4255,0.5176
2000,1,ARI,2.952,1.9701,0.5761,1.0448,0.1784,0.5868,-4.3307,-1.7795,0.2142,-10.2597,-3.7011,0.0412,5.0335,1.9205,0.8981,2.9802,1.5531,0.7529
2000,2,ARI,10.7259,7.8766,0.8968,-6.4087,-4.0072,0.2511,-4.7498,-2.6104,0.1101,-3.1218,-1.6046,0.2123,2.4746,1.177,0.8119,-0.2575,0.2129,0.4649
2000,3,ARI,10.7259,8.5104,0.9152,-6.4087,-4.8436,0.1987,-4.7498,-3.1695,0.0648,-3.1218,-1.7554,0.1937,2.4746,1.4988,0.8536,-0.2575,0.138,0.4457
2000,4,ARI,2.4549,2.5871,0.6208,-9.4846,-8.0742,0.0596,-3.3355,-2.1176,0.1645,-2.3505,-1.5655,0.217,2.3208,1.6624,0.871,-1.087,-0.7292,0.2634
2000,5,ARI,1.1056,1.132,0.515,-6.7991,-5.938,0.1396,-1.9106,-1.3866,0.2733,-2.1575,-1.4824,0.2283,0.7014,0.4594,0.6843,-0.9988,-0.7132,0.2663
2000,6,ARI,1.6459,1.8923,0.5698,-4.9283,-4.8162,0.2005,-0.1495,-0.3423,0.4737,-3.1874,-2.4166,0.1192,0.5751,0.3178,0.6534,-1.6869,-1.4895,0.1399
2000,7,ARI,1.3788,1.7117,0.5561,-6.9575,-7.0177,0.0949,-0.3986,-0.6782,0.4035,-3.9035,-3.137,0.0682,0.6896,0.3823,0.6665,-1.5853,-1.5749,0.1307
2000,8,ARI,-0.5287,-0.1866,0.4238,-7.3257,-7.6561,0.0737,-1.1823,-1.4215,0.2678,-5.202,-4.6872,0.0129,0.2503,-0.0675,0.5745,-1.1209,-1.099,0.1998
2000,9,ARI,-1.4046,-1.1113,0.3552,-6.5401,-7.2445,0.0867,-0.3595,-0.8318,0.3731,-4.9836,-4.5845,0.0151,-0.1552,-0.4797,0.4871,-1.7024,-1.7754,0.1062
2000,10,ARI,-1.3154,-1.2226,0.3497,-6.3816,-7.1384,0.0901,-1.1634,-1.4033,0.2705,-3.6664,-3.5968,0.0459,0.0847,-0.3126,0.523,-1.0924,-0.9606,0.2232
2000,11,ARI,-1.5375,-1.077,0.357,-7.0133,-8.5374,0.0464,-1.3465,-1.8275,0.2067,-3.4678,-3.5643,0.0476,0.5788,0.2575,0.6415,-1.0803,-0.8951,0.2354
2000,12,ARI,-2.1366,-1.8886,0.3061,-7.2479,-8.8581,0.0395,-1.5216,-2.0523,0.1735,-2.9555,-3.1007,0.0704,0.7859,0.6244,0.7149,-1.0746,-1.0185,0.2135
2000,13,ARI,-3.3737,-3.5355,0.2146,-7.4376,-9.1696,0.0343,-1.3306,-2.0143,0.1791,-2.9486,-3.0945,0.0707,0.9704,0.9095,0.7669,-0.9925,-0.8774,0.2382
2000,14,ARI,-2.8327,-2.9094,0.2498,-7.1244,-9.1815,0.0341,-1.319,-2.0414,0.1755,-3.5838,-3.9699,0.0316,0.6086,0.3811,0.6664,-0.8426,-0.6869,0.2708
2000,15,ARI,-2.7334,-2.8628,0.2523,-8.0875,-10.4541,0.0172,-1.4362,-2.2475,0.1495,-3.6497,-3.9354,0.0323,0.6605,0.4861,0.6894,-1.0601,-1.0363,0.2102
2000,16,ARI,-3.1894,-3.4436,0.2196,-6.544,-8.7934,0.0409,-1.6734,-2.4762,0.122,-3.5864,-3.8581,0.0354,0.5054,0.3095,0.6517,-0.9857,-0.9894,0.2185
2000,17,ARI,-4.1828,-4.619,0.1602,-5.5797,-7.5673,0.0758,-1.5419,-2.4277,0.1273,-3.6259,-3.8655,0.0349,0.6593,0.5506,0.7009,-1.0289,-1.0136,0.2146
2001,1,ARI,-4.1828,-1.872,0.3074,-5.5797,-2.9662,0.3293,-1.5419,-0.7029,0.3986,-3.6259,-1.1384,0.277,0.6593,-0.1772,0.5513,-1.0289,0.0084,0.4155
2001,2,ARI,4.4058,3.4308,0.6792,-9.6535,-5.6479,0.1559,-3.3359,-1.821,0.2078,-4.6148,-2.2978,0.1304,-1.5484,-1.3337,0.3103,-4.9288,-2.7517,0.0356
2001,3,ARI,1.3521,1.74,0.558,-15.6033,-11.0152,0.012,-0.2345,-0.4698,0.4483,-2.9474,-1.4603,0.2311,-2.6491,-2.2559,0.1604,-4.1266,-2.9478,0.0281
2001,4,ARI,4.4604,4.5964,0.7539,-10.2557,-8.6866,0.043,0.6007,0.0985,0.5598,-3.4283,-2.1496,0.1466,-3.3103,-2.9837,0.0835,-1.9875,-1.4421,0.1466
2001,5,ARI,4.0224,4.041,0.7205,-7.0562,-6.0506,0.1343,-1.9435,-1.4989,0.2565,-3.8351,-2.6833,0.0961,-1.4979,-1.6984,0.2448,-1.5717,-1.2875,0.1704
2001,6,ARI,6.0889,6.387,0.8455,-5.1335,-4.8334,0.1996,-1.5558,-1.4677,0.2609,-3.4812,-2.501,0.1106,-2.04,-2.2937,0.1553,-2.3664,-2.2836,0.0598
2001,7,ARI,2.6488,3.0751,0.6537,-3.9868,-3.9748,0.2531,-1.5768,-1.7353,0.2208,-2.5832,-1.7752,0.191,-2.3441,-2.7582,0.1041,-1.7033,-1.7958,0.1038
2001,8,ARI,2.9633,3.4174,0.678,-3.3445,-3.3966,0.2949,-2.771,-2.853,0.0865,-2.6071,-1.9048,0.1745,-2.285,-2.9148,0.089,-2.4634,-2.9402,0.0284
2001,9,ARI,1.4902,1.9641,0.5753,-2.7846,-3.1191,0.3162,-2.3269,-2.6278,0.1085,-3.0735,-2.4097,0.1201,-2.3764,-3.0577,0.0764,-1.1268,-1.2025,0.1831
2001,10,ARI,3.723,4.3125,0.737,-5.1267,-5.5747,0.1586,-2.0485,-2.2728,0.1463,-3.0181,-2.6636,0.0976,-1.5987,-2.3935,0.1432,-1.1383,-1.0975,0.2
2001,11,ARI,3.635,4.2555,0.7344,-5.9243,-6.5712,0.1119,-1.5746,-1.9185,0.1929,-2.4387,-2.1925,0.1424,-0.9018,-1.6159,0.2569,-0.5076,-0.3034,0.3489
2001,12,ARI,4.5276,5.4019,0.7991,-5.4374,-6.1086,0.132,-1.5458,-1.9337,0.1908,-2.8344,-2.6837,0.0959,-0.6568,-1.2893,0.3191,0.144,0.595,0.5595
2001,13,ARI,4.2266,5.3083,0.7929,-5.7028,-6.6795,0.1076,-1.3998,-1.8656,0.2005,-2.6424,-2.4689,0.1136,-1.1891,-2.0498,0.1883,0.3164,0.8574,0.6165
2001,14,ARI,4.0905,5.3612,0.7967,-5.6471,-6.9895,0.0958,-1.9189,-2.3312,0.1395,-2.1871,-2.0519,0.1558,-0.9067,-1.6947,0.2457,0.447,1.0783,0.6633
2001,15,ARI,3.2356,4.2998,0.7365,-4.6377,-5.7687,0.1495,-1.6531,-2.2248,0.152,-2.1097,-1.953,0.1681,-1.0586,-2.0392,0.1899,0.3454,0.9951,0.6459
2001,16,ARI,3.4401,4.6014,0.7541,-3.633,-4.8988,0.1953,-1.3935,-1.9247,0.1919,-1.7737,-1.6667,0.2047,-0.9193,-1.7863,0.2302,0.6368,1.3788,0.72
2001,17,ARI,2.8292,4.0872,0.7239,-3.2303,-4.558,0.2176,-1.3074,-1.8898,0.1968,-1.7966,-1.6224,0.2096,-0.7365,-1.4888,0.2802,0.5104,1.1204,0.6704
2002,1,ARI,2.3465,1.7827,0.5621,-7.5765,-3.9833,0.2526,2.652,1.0179,0.7235,-6.0915,-2.4695,0.1135,3.1326,0.8982,0.765,0.0237,0.6395,0.5699
2002,2,ARI,-0.1149,1.1103,0.5131,-2.662,-2.5718,0.3621,6.2866,3.0924,0.9379,-0.8058,-0.2334,0.4257,4.136,2.2344,0.9255,-3.0419,-1.5383,0.134
2002,3,ARI,-3.8378,-1.6124,0.3254,-2.1978,-2.3001,0.3838,4.9696,2.7635,0.9179,-0.9198,-0.2523,0.4225,1.8816,1.0717,0.794,-1.3484,-0.7257,0.264
2002,4,ARI,-1.1043,0.0991,0.4446,2.6159,1.214,0.6646,2.1206,0.8156,0.6901,-0.5309,0.0315,0.4702,0.5842,0.1641,0.6201,-1.2365,-0.7955,0.2511
2002,5,ARI,-1.0419,-0.388,0.4086,2.3336,1.7117,0.6967,0.7451,0.0013,0.5422,1.3282,1.8477,0.7792,1.4537,0.9603,0.7741,-2.0638,-1.5108,0.1378
2002,6,ARI,-1.0419,-0.5044,0.4001,2.3336,1.8713,0.7081,0.7451,0.0119,0.544,1.3282,1.8994,0.788,1.4537,1.0872,0.7963,-2.0638,-1.6992,0.1146
2002,7,ARI,-0.5133,-0.0096,0.4359,2.2041,1.8589,0.7072,-0.9446,-1.2848,0.2906,0.8637,1.6321,0.7439,0.7259,0.3988,0.6706,-0.4861,-0.239,0.3619
2002,8,ARI,0.1528,0.6898,0.4845,-0.4196,-0.7004,0.514,0.1142,-0.4952,0.4425,0.9491,1.866,0.7821,0.6452,0.4243,0.6765,-0.8313,-0.7784,0.2538
2002,9,ARI,-0.4502,0.0223,0.4388,-0.8188,-1.2127,0.4724,-0.4897,-1.0293,0.3358,0.0191,0.8251,0.6064,0.5361,0.3129,0.6523,-0.4132,-0.2878,0.3522
2002,10,ARI,-0.1113,0.2678,0.456,-2.3374,-2.8135,0.3419,-1.4831,-1.7392,0.2206,-0.7926,-0.2429,0.4241,0.6735,0.3779,0.6654,-0.5405,-0.3307,0.3419
2002,11,ARI,-0.3816,-0.0576,0.4323,-3.282,-3.9022,0.2577,-1.2007,-1.5392,0.2504,-1.3364,-0.9503,0.3049,0.8751,0.7871,0.7456,-0.654,-0.6662,0.2746
2002,12,ARI,-1.1148,-1.0474,0.36,-3.3111,-3.9979,0.2518,-0.9631,-1.3493,0.2795,-1.8539,-1.5139,0.224,1.2526,1.3628,0.8369,-1.3487,-1.857,0.0976
2002,13,ARI,-3.0663,-3.4241,0.2206,-4.1707,-5.2045,0.1776,-1.5079,-1.8697,0.1998,-2.577,-2.362,0.1242,1.5285,1.842,0.89,-0.8826,-1.3466,0.1604
2002,14,ARI,-3.3976,-3.7222,0.2037,-3.9993,-5.2268,0.1765,-1.4667,-1.8215,0.2076,-2.5404,-2.5465,0.1071,1.6711,2.0296,0.9082,-0.827,-1.2678,0.1731
2002,15,ARI,-2.4232,-2.6708,0.2628,-3.9354,-5.1001,0.1841,-1.2027,-1.7273,0.2217,-2.1354,-2.0484,0.1562,1.0179,1.0713,0.7939,-1.016,-1.4448,0.1463
2002,16,ARI,-2.5996,-2.8196,0.2544,-3.9706,-5.407,0.167,-1.2866,-1.8291,0.2061,-1.758,-1.6105,0.2112,0.9865,1.1457,0.8063,-0.6172,-0.9011,0.2345
2002,17,ARI,-2.8427,-2.8751,0.2517,-4.4487,-6.4012,0.1201,-1.2709,-1.8947,0.1958,-2.4063,-2.375,0.1229,1.1484,1.4723,0.8505,-0.8091,-1.2801,0.1715
2003,1,ARI,-0.6997,-0.3257,0.4137,-12.5207,-6.1776,0.1295,2.6666,0.8213,0.691,2.2388,1.1786,0.6684,-2.3411,-1.8251,0.2239,-4.5126,-1.6766,0.1178
2003,2,ARI,-8.2001,-4.9713,0.1443,-11.8486,-7.8116,0.0689,-4.2354,-2.5049,0.1193,-1.1089,-0.3245,0.4092,-0.8875,-1.1203,0.353,-2.4063,-1.1042,0.1987
2003,3,ARI,-1.0787,-0.1248,0.4286,-10.0479,-7.7065,0.0723,-3.7231,-2.6181,0.1094,0.7251,0.8057,0.6029,-1.0621,-1.2309,0.33,-2.0111,-1.1586,0.1904
2003,4,ARI,-4.6555,-3.706,0.205,-11.5809,-9.615,0.0273,-1.7617,-1.2648,0.2935,-0.2607,0.1478,0.49,-0.0027,-0.4563,0.4919,-0.9764,-0.4039,0.3246
2003,5,ARI,-5.8388,-5.1071,0.139,-9.947,-8.8914,0.0389,-2.0246,-1.5878,0.2423,0.7779,1.308,0.6913,0.6985,0.0942,0.6082,-2.279,-1.6039,0.1264
2003,6,ARI,-6.8624,-6.2233,0.0998,-8.1277,-7.5594,0.0764,-1.4748,-1.439,0.2656,-0.2547,0.3413,0.522,0.5808,0.0126,0.5918,-1.915,-1.4227,0.1497
2003,7,ARI,-6.8624,-6.5452,0.0893,-8.1277,-7.9946,0.0621,-1.4748,-1.5979,0.2407,-0.2547,0.4612,0.5446,0.5808,0.0754,0.6041,-1.915,-1.6817,0.1169
2003,8,ARI,-6.6885,-6.7618,0.0826,-8.0055,-7.8144,0.0688,-1.0388,-1.3483,0.2797,0.7816,1.606,0.7406,-0.4196,-1.0368,0.369,0.1485,0.7468,0.5949
2003,9,ARI,-5.3219,-5.7931,0.1142,-6.6608,-6.6511,0.1086,-1.5347,-1.8539,0.2024,0.5729,1.4363,0.7125,-0.8523,-1.4097,0.2951,0.2554,0.7457,0.5946
2003,10,ARI,-4.7116,-5.0093,0.1425,-6.4249,-6.7376,0.1055,-1.8538,-2.018,0.1785,1.211,2.0534,0.8106,-1.862,-2.6966,0.1099,0.5008,1.0811,0.6637
2003,11,ARI,-5.2746,-5.4614,0.1252,-8.5631,-9.2748,0.0328,-2.0771,-2.2949,0.143,1.1934,2.0332,0.8071,-1.1342,-1.8534,0.2192,0.1804,0.613,0.5646
2003,12,ARI,-5.4429,-5.714,0.1171,-6.8285,-7.6123,0.0747,-1.8043,-2.1337,0.1628,0.9459,1.7616,0.7668,-0.9153,-1.5661,0.2655,-0.2088,0.0352,0.4217
2003,13,ARI,-6.4881,-6.8791,0.0794,-7.5482,-8.6883,0.0428,-1.7345,-2.0998,0.1675,0.8488,1.7619,0.7669,-0.7127,-1.3207,0.3122,0.3914,0.9719,0.641
2003,14,ARI,-6.3254,-6.6712,0.0855,-8.1736,-9.659,0.0262,-1.721,-2.0834,0.17,0.2281,0.9785,0.6327,-0.5598,-1.1348,0.3499,-0.0679,0.247,0.4727
2003,15,ARI,-5.7683,-6.3281,0.0963,-7.8294,-9.3305,0.0314,-1.8388,-2.2639,0.1472,0.0736,0.795,0.601,-0.4564,-1.0899,0.3591,-0.128,0.2451,0.4721
2003,16,ARI,-5.5709,-6.0072,0.1066,-7.0856,-8.8204,0.0404,-2.0093,-2.5001,0.1201,0.047,0.7302,0.591,-0.8549,-1.6348,0.254,-0.1932,0.0957,0.4353
2003,17,ARI,-5.2074,-5.5294,0.123,-6.471,-8.5233,0.0468,-2.2531,-2.8138,0.0905,-0.2022,0.4378,0.5404,-0.5027,-1.1339,0.3502,0.0606,0.4941,0.5354
2004,1,ARI,-2.1522,-0.5231,0.3987,-4.8185,-2.9163,0.3339,3.6104,1.6382,0.813,0.782,0.3411,0.5219,-0.8255,-0.9818,0.3817,1.7427,1.4434,0.7322
2004,2,ARI,-5.1274,-2.612,0.2659,-7.3239,-5.5868,0.1581,0.4962,0.1364,0.5678,2.1015,1.4027,0.707,0.7869,0.0187,0.5928,1.2604,1.3632,0.7172
2004,3,ARI,-6.8888,-4.7741,0.1522,-0.8596,-1.0681,0.4844,-1.9929,-1.5646,0.2463,2.4535,1.934,0.7934,-0.4534,-0.8422,0.41,0.8827,1.2254,0.6907
2004,4,ARI,-4.1926,-3.5637,0.2129,-0.3622,-0.3241,0.5448,-0.2712,-0.5236,0.4365,5.8486,4.9342,0.9897,-2.1213,-2.4754,0.1329,1.0266,1.5893,0.7589
2004,5,ARI,-2.0397,-1.7483,0.3162,-3.2909,-3.0873,0.3185,0.3234,-0.2587,0.49,6.8961,6.9919,0.9995,-2.491,-3.0793,0.0752,0.5842,1.354,0.7157
2004,6,ARI,-2.0397,-1.7059,0.3193,-3.2909,-3.1931,0.3108,0.3234,-0.1924,0.5034,6.8961,7.3387,0.9998,-2.491,-3.2075,0.0654,0.5842,1.3265,0.7099
2004,7,ARI,-3.6437,-3.121,0.238,-0.3219,-0.5485,0.5269,0.3466,-0.2283,0.4962,6.1904,7.042,0.9997,-0.5597,-1.3082,0.3147,-0.3162,0.3517,0.4985
2004,8,ARI,-3.3346,-2.9888,0.2457,-1.6887,-1.9713,0.412,-0.7107,-1.1243,0.3184,6.1886,7.4143,0.9999,-1.8812,-2.8242,0.0969,-1.0512,-0.6639,0.275
2004,9,ARI,-2.1598,-2.0645,0.2957,-0.9532,-1.0499,0.4859,-0.26,-0.7863,0.3819,4.8443,6.0067,0.9979,-2.3527,-3.3779,0.0527,-0.8607,-0.4545,0.316
2004,10,ARI,-2.4144,-2.179,0.2897,-0.6501,-0.8947,0.4997,0.0167,-0.5461,0.4316,3.6421,4.7045,0.9869,-1.8561,-2.9735,0.0842,-0.2036,0.3681,0.5027
2004,11,ARI,-3.3409,-3.0566,0.2419,-0.7814,-1.1061,0.4811,-0.3212,-0.7887,0.3813,2.7648,3.681,0.9562,-1.7073,-2.8284,0.0964,-0.4258,-0.0204,0.4092
2004,12,ARI,-3.3257,-3.1288,0.2372,-1.6214,-2.1576,0.3954,-0.6604,-1.1182,0.3196,2.7249,3.7328,0.959,-1.6697,-2.7923,0.1003,-0.2742,0.0612,0.4282
2004,13,ARI,-4.7935,-4.7154,0.1549,-1.2407,-1.8,0.4272,-0.6121,-1.0839,0.3252,1.7295,2.668,0.8855,-1.2299,-2.2465,0.1618,-0.1371,0.3329,0.4928
2004,14,ARI,-4.2343,-4.1204,0.1831,-1.9014,-2.7031,0.3515,-0.3688,-0.8379,0.372,1.7301,2.6886,0.8874,-1.2118,-2.3166,0.1526,-1.0495,-1.1241,0.1962
2004,15,ARI,-3.4478,-3.4161,0.2211,-1.1137,-1.5645,0.4451,-0.4374,-0.8968,0.359,1.6875,2.6959,0.8879,-0.9012,-1.9231,0.2078,-1.1231,-1.2214,0.18
2004,16,ARI,-3.2029,-3.2803,0.2291,-0.5622,-0.7611,0.509,-0.4377,-0.9532,0.3494,1.1698,1.9837,0.8008,-1.083,-2.2123,0.1659,-0.9504,-0.9945,0.2178
2004,17,ARI,-3.701,-3.764,0.2016,0.1242,-0.0397,0.5694,-0.7871,-1.375,0.2751,1.7203,2.723,0.8908,-0.9162,-1.9971,0.1971,-0.8197,-0.789,0.2522
2005,1,ARI,-6.5117,-2.8079,0.2551,4.2925,1.3953,0.6761,-5.4729,-2.5902,0.1117,-5.6615,-2.712,0.0936,0.2014,0.0833,0.6061,-10.0671,-4.9076,0.0018
2005,2,ARI,-7.9221,-4.7821,0.152,4.0112,1.9654,0.7154,-2.2459,-1.1433,0.3155,-4.4817,-3.1684,0.0667,1.6089,0.9767,0.7773,-5.4118,-3.3518,0.0178
2005,3,ARI,-7.9862,-6.12,0.1023,-1.4057,-1.2783,0.4672,-1.3326,-0.8825,0.3628,-4.2147,-3.206,0.0644,2.7188,1.7561,0.8801,-3.6243,-2.7021,0.0372
2005,4,ARI,-3.2321,-2.7414,0.2591,2.8405,2.2304,0.7315,-5.8627,-4.3117,0.0218,-3.2664,-2.5711,0.1052,3.4714,2.6993,0.9538,-3.2582,-2.6491,0.0395
2005,5,ARI,-3.139,-2.6624,0.2632,2.5476,2.1126,0.7241,-6.0172,-4.8376,0.0123,-2.7896,-2.1762,0.1436,3.2936,2.6319,0.9508,-2.3218,-1.9356,0.0893
2005,6,ARI,-3.139,-2.7983,0.2556,2.5476,2.2339,0.7316,-6.0172,-4.8313,0.0125,-2.7896,-2.2318,0.1371,3.2936,2.7782,0.958,-2.3218,-2.0824,0.0756
2005,7,ARI,-5.2779,-4.9379,0.1457,5.1493,4.7916,0.863,-5.7061,-4.8673,0.0118,-0.8128,-0.4456,0.3883,3.02,2.7579,0.957,-2.7743,-2.6249,0.041
2005,8,ARI,-6.1173,-5.9946,0.1071,3.0544,2.9835,0.7755,-4.9202,-4.4962,0.0176,-0.9599,-0.561,0.3694,3.257,3.2093,0.9753,-2.1782,-2.1533,0.0696
2005,9,ARI,-6.0823,-5.97,0.1079,2.0729,2.1563,0.7272,-4.3048,-4.1427,0.0255,-2.2004,-1.8248,0.1837,3.3839,3.3079,0.9784,-1.9081,-1.9507,0.0875
2005,10,ARI,-3.9766,-3.7104,0.2049,0.68,0.5132,0.6123,-4.1669,-4.0938,0.0268,-2.6516,-2.4488,0.1161,3.0627,3.3111,0.9786,-1.9759,-2.1666,0.0681
2005,11,ARI,-1.9317,-1.6116,0.3255,-0.453,-0.8687,0.5019,-3.6481,-3.657,0.0402,-1.6232,-1.3887,0.2401,3.3129,3.7559,0.9887,-2.0038,-2.251,0.0615
2005,12,ARI,-1.3701,-1.0746,0.3573,-0.8751,-1.3568,0.4611,-3.4321,-3.6215,0.0419,-1.3806,-1.1249,0.2785,2.7601,3.4647,0.9825,-2.2015,-2.6902,0.0377
2005,13,ARI,-0.7891,-0.3541,0.4117,-0.3261,-0.812,0.5052,-3.5313,-3.8586,0.0334,-1.0574,-0.762,0.3362,2.2591,2.7739,0.9578,-2.2805,-2.9174,0.0293
2005,14,ARI,-0.782,-0.4108,0.4065,0.6097,0.4253,0.6057,-4.0238,-4.368,0.0206,-1.2215,-0.9846,0.299,2.2493,2.861,0.9623,-2.6137,-3.391,0.0166
2005,15,ARI,-1.6108,-1.2835,0.3462,0.8409,0.7258,0.6284,-3.7192,-4.0288,0.0291,-1.1289,-0.9606,0.3028,1.8671,2.3711,0.936,-2.8828,-3.883,0.0078
2005,16,ARI,-0.9266,-0.5732,0.394,0.7032,0.6562,0.6239,-3.875,-4.4139,0.0196,-0.6906,-0.3375,0.4071,1.6738,2.1293,0.9164,-3.2945,-4.563,0.0037
2005,17,ARI,-0.7247,-0.3196,0.414,1.5293,1.8464,0.7062,-3.58,-4.2351,0.0232,-0.6402,-0.2628,0.4201,1.4276,1.6855,0.8736,-3.14,-4.3917,0.0046
2006,1,ARI,5.4652,4.2059,0.7317,-6.4048,-4.1365,0.2426,-0.5401,-0.3111,0.4798,-1.0373,-0.4906,0.3813,-4.6389,-2.0651,0.186,3.4702,1.4627,0.7365
2006,2,ARI,0.2785,0.9455,0.5023,-1.7356,-1.7414,0.4318,-0.4785,-0.2632,0.4888,-1.8223,-1.3905,0.2398,-3.9577,-2.2168,0.1656,4.5211,2.448,0.8731
2006,3,ARI,0.0719,0.4178,0.4662,-4.5679,-3.6302,0.2771,-0.4637,-0.4933,0.443,1.0229,0.9875,0.6344,-3.5459,-2.3975,0.1426,3.2587,2.3065,0.8577
2006,4,ARI,-4.2368,-3.2262,0.2327,-1.3778,-1.3517,0.4617,-1.2449,-1.2533,0.2955,-0.3347,-0.0385,0.4576,-3.8129,-3.0433,0.0778,1.8688,1.6142,0.7627
2006,5,ARI,-3.6387,-2.6893,0.2613,-2.6542,-2.9368,0.3322,-1.923,-1.886,0.1973,3.4039,3.3582,0.9396,-4.3344,-3.5426,0.0438,0.7284,0.7113,0.587
2006,6,ARI,-3.1099,-2.4587,0.2735,3.4736,2.5172,0.7481,-5.0908,-4.1967,0.0244,2.5796,2.6248,0.8803,-5.15,-4.3421,0.0173,0.6363,0.6043,0.5623
2006,7,ARI,-5.2064,-4.6585,0.1583,2.1651,1.4762,0.6813,-4.5154,-4.0237,0.0293,3.7256,3.88,0.9656,-4.8613,-4.5094,0.0137,0.4453,0.496,0.5358
2006,8,ARI,-5.6807,-5.4137,0.1268,0.7626,0.2136,0.5903,-2.9165,-2.8693,0.085,2.051,2.4511,0.8589,-4.0679,-4.135,0.0217,0.3019,0.3449,0.496
2006,9,ARI,-5.6807,-5.3059,0.1315,0.7626,0.3903,0.6033,-2.9165,-2.9583,0.0784,2.051,2.5575,0.8725,-4.0679,-4.3598,0.017,0.3019,0.4581,0.5259
2006,10,ARI,-5.0623,-4.6839,0.1568,-1.5332,-2.3128,0.3824,-2.9333,-2.9394,0.0797,2.5228,3.1593,0.9265,-3.8651,-4.5451,0.0128,0.2689,0.4709,0.5294
2006,11,ARI,-3.9719,-3.6634,0.2071,-1.2188,-1.9822,0.4111,-2.4376,-2.4879,0.1209,2.0512,2.6304,0.8809,-3.9821,-4.6127,0.0116,0.3914,0.6415,0.5702
