season,week,team,pass_off_value_pre,rush_off_value_pre,st_off_value_pre,pass_def_value_pre,rush_def_value_pre,st_def_value_pre,pass_off_value_post,rush_off_value_post,st_off_value_post,pass_def_value_post,rush_def_value_post,st_def_value_post,off_value_pre,def_value_pre,total_value_pre,off_value_post,def_value_post,total_value_post
1999,1,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.081,-0.1492,0.0231,0.457,-0.0991,0.002,0.0,0.0,0.0,-0.0451,0.36,0.3149
1999,2,ARI,0.0828,-0.1492,0.0231,0.457,-0.0996,0.0021,-0.4065,-0.2988,0.0311,0.6953,0.0254,-0.0082,-0.0432,0.3595,0.3163,-0.6742,0.7124,0.0382
1999,3,ARI,-0.4238,-0.2988,0.0311,0.6953,0.0254,-0.0085,-0.7526,-0.3028,0.0504,0.6999,-0.1894,-0.0938,-0.6915,0.7121,0.0206,-1.0051,0.4167,-0.5884
1999,4,ARI,-0.7827,-0.3028,0.0504,0.6999,-0.1903,-0.0972,-1.2191,-0.4504,0.0229,0.3791,-0.1341,-0.0435,-1.0352,0.4124,-0.6227,-1.6466,0.2014,-1.4452
1999,5,ARI,-1.2656,-0.4504,0.0229,0.3791,-0.1348,-0.045,-1.1432,-0.6184,-0.0107,0.629,-0.0759,-0.0324,-1.6931,0.1993,-1.4939,-1.7724,0.5207,-1.2517
1999,6,ARI,-1.186,-0.6184,-0.0107,0.629,-0.0763,-0.0336,-1.667,-0.699,0.1101,0.5832,-0.272,-0.0396,-1.8151,0.519,-1.2961,-2.256,0.2715,-1.9844
1999,7,ARI,-1.186,-0.6184,-0.0107,0.629,-0.0763,-0.0336,-1.667,-0.699,0.1101,0.5832,-0.272,-0.0396,-1.8151,0.519,-1.2961,-2.256,0.2715,-1.9844
1999,8,ARI,-1.7259,-0.699,0.1101,0.5832,-0.2734,-0.041,-3.0664,-0.6523,0.1862,0.3158,-0.2792,-0.0095,-2.3148,0.2688,-2.046,-3.5325,0.0271,-3.5054
1999,9,ARI,-3.1779,-0.6523,0.1862,0.3158,-0.2805,-0.0098,-3.3292,-0.5834,0.0886,-0.0308,-0.2232,0.0268,-3.644,0.0255,-3.6186,-3.8239,-0.2271,-4.0511
1999,10,ARI,-3.4455,-0.5834,0.0886,-0.0308,-0.2243,0.0276,-3.2165,-0.4704,0.0822,-0.2398,-0.1975,0.0965,-3.9403,-0.2275,-4.1677,-3.6047,-0.3409,-3.9456
1999,11,ARI,-3.3241,-0.4704,0.0822,-0.2398,-0.1986,0.0997,-3.4712,-0.3383,0.1032,0.0699,-0.267,0.1044,-3.7123,-0.3386,-4.051,-3.7063,-0.0927,-3.799
1999,12,ARI,-3.5834,-0.3383,0.1032,0.0699,-0.2684,0.1078,-3.0321,-0.3573,0.1468,0.2401,-0.3157,0.0875,-3.8185,-0.0906,-3.9092,-3.2426,0.0119,-3.2307
1999,13,ARI,-3.1242,-0.3573,0.1468,0.2401,-0.3172,0.0905,-3.0668,-0.3596,0.1576,0.1286,-0.2424,0.096,-3.3347,0.0134,-3.3213,-3.2688,-0.0178,-3.2866
1999,14,ARI,-3.157,-0.3596,0.1576,0.1286,-0.2436,0.0991,-3.8363,-0.363,0.2846,0.1959,-0.3939,0.1271,-3.359,-0.0159,-3.3749,-3.9147,-0.0709,-3.9857
1999,15,ARI,-3.9521,-0.363,0.2846,0.1959,-0.3955,0.1311,-3.7673,-0.1484,0.3045,-0.2735,-0.5357,0.0844,-4.0306,-0.0685,-4.0991,-3.6112,-0.7248,-4.336
1999,16,ARI,-3.8769,-0.1484,0.3045,-0.2735,-0.5379,0.087,-4.1005,0.0331,0.26,-0.7505,-0.7294,0.0882,-3.7208,-0.7244,-4.4453,-3.8073,-1.3916,-5.1989
1999,17,ARI,-4.2178,0.0331,0.26,-0.7505,-0.7324,0.0908,-4.0748,0.1004,0.2975,-1.1243,-1.0014,0.0095,-3.9246,-1.392,-5.3167,-3.6769,-2.1162,-5.7932
2000,1,ARI,-3.1315,0.062,0.1993,-0.6074,-0.4751,0.0066,-2.8527,-0.0322,0.3084,-0.6241,-0.6638,0.0417,-2.8702,-1.0758,-3.946,-2.5765,-1.2461,-3.8225
2000,2,ARI,-2.8455,-0.0322,0.3084,-0.6241,-0.6644,0.043,-1.938,-0.0951,0.2981,-1.3034,-0.6154,0.0003,-2.5693,-1.2455,-3.8148,-1.7349,-1.9185,-3.6534
2000,3,ARI,-2.8455,-0.0322,0.3084,-0.6241,-0.6644,0.043,-1.938,-0.0951,0.2981,-1.3034,-0.6154,0.0003,-2.5693,-1.2455,-3.8148,-1.7349,-1.9185,-3.6534
2000,4,ARI,-1.9052,-0.0951,0.2981,-1.3034,-0.6159,0.0,-2.5461,-0.102,0.3386,-1.9066,-0.6564,-0.0294,-1.7022,-1.9192,-3.6214,-2.3095,-2.5924,-4.9019
2000,5,ARI,-2.5382,-0.102,0.3386,-1.9066,-0.6571,-0.0306,-2.5371,0.0667,0.2382,-1.857,-0.6822,-0.0376,-2.3016,-2.5943,-4.8959,-2.2322,-2.5768,-4.809
2000,6,ARI,-2.5291,0.0667,0.2382,-1.857,-0.683,-0.0391,-2.1292,0.336,0.2351,-1.7271,-0.8558,-0.0783,-2.2242,-2.579,-4.8032,-1.558,-2.6612,-4.2192
2000,7,ARI,-2.1054,0.336,0.2351,-1.7271,-0.8575,-0.0807,-2.0181,0.3791,0.2587,-2.2642,-1.0225,-0.0928,-1.5343,-2.6653,-4.1996,-1.3803,-3.3795,-4.7598
2000,8,ARI,-1.9917,0.3791,0.2587,-2.2642,-1.0249,-0.0957,-2.4613,0.162,0.1988,-2.4408,-1.2338,-0.075,-1.3539,-3.3847,-4.7387,-2.1006,-3.7496,-5.8501
2000,9,ARI,-2.4518,0.162,0.1988,-2.4408,-1.2369,-0.0771,-2.5761,0.3581,0.1442,-2.3755,-1.2842,-0.1426,-2.091,-3.7548,-5.8458,-2.0738,-3.8023,-5.8761
2000,10,ARI,-2.57,0.3581,0.1442,-2.3755,-1.2875,-0.1469,-2.4723,0.1732,0.187,-2.515,-1.2664,-0.1152,-2.0677,-3.8099,-5.8776,-2.1121,-3.8967,-6.0088
2000,11,ARI,-2.4638,0.1732,0.187,-2.515,-1.2697,-0.1188,-2.3357,0.0686,0.2857,-2.9015,-1.2802,-0.1253,-2.1036,-3.9035,-6.0071,-1.9814,-4.307,-6.2885
2000,12,ARI,-2.3226,0.0686,0.2857,-2.9015,-1.2835,-0.1291,-2.6394,-0.0376,0.3344,-3.2036,-1.2691,-0.1412,-1.9683,-4.314,-6.2824,-2.3426,-4.6139,-6.9566
2000,13,ARI,-2.6388,-0.0376,0.3344,-3.2036,-1.2723,-0.1453,-3.1976,0.0795,0.3991,-3.4713,-1.3338,-0.1449,-2.342,-4.6213,-6.9633,-2.7191,-4.95,-7.669
2000,14,ARI,-3.2157,0.0795,0.3991,-3.4713,-1.3372,-0.149,-2.7939,0.0333,0.3162,-3.4951,-1.4074,-0.1344,-2.7372,-4.9575,-7.6947,-2.4444,-5.0369,-7.4813
2000,15,ARI,-2.797,0.0333,0.3162,-3.4951,-1.411,-0.138,-2.6871,-0.0619,0.3324,-4.0741,-1.4968,-0.1841,-2.4475,-5.0441,-7.4915,-2.4166,-5.755,-8.1716
2000,16,ARI,-2.6868,-0.0619,0.3324,-4.0741,-1.5007,-0.1894,-2.8455,-0.1541,0.2985,-3.3782,-1.5427,-0.1868,-2.4163,-5.7642,-8.1805,-2.7011,-5.1077,-7.8089
2000,17,ARI,-2.85,-0.1541,0.2985,-3.3782,-1.5468,-0.1919,-3.4781,-0.1236,0.3474,-2.8924,-1.6161,-0.209,-2.7056,-5.117,-7.8226,-3.2544,-4.7175,-7.9719
2001,1,ARI,-2.85,-0.1541,0.2985,-3.3782,-1.5468,-0.1919,-3.4781,-0.1236,0.3474,-2.8924,-1.6161,-0.209,-2.7056,-5.117,-7.8226,-3.2544,-4.7175,-7.9719
2001,2,ARI,-2.4199,-0.0763,0.2328,-1.5625,-0.7667,-0.1453,-2.0287,-0.1099,0.2034,-1.8863,-0.8418,-0.1991,-2.2635,-2.4745,-4.738,-1.9352,-2.9272,-4.8624
2001,3,ARI,-2.0148,-0.1099,0.2034,-1.8863,-0.842,-0.2009,-1.898,0.0539,0.1227,-2.7926,-0.8458,-0.2392,-1.9212,-2.9293,-4.8505,-1.7214,-3.8776,-5.599
2001,4,ARI,-1.8796,0.0539,0.1227,-2.7926,-0.8461,-0.2423,-1.184,0.1106,0.0566,-2.7613,-0.9307,-0.2135,-1.703,-3.8811,-5.5841,-1.0169,-3.9055,-4.9224
2001,5,ARI,-1.1394,0.1106,0.0566,-2.7613,-0.9314,-0.2157,-0.9418,-0.0319,0.1457,-2.6057,-1.0288,-0.2166,-0.9723,-3.9084,-4.8806,-0.828,-3.8511,-4.6791
2001,6,ARI,-0.8895,-0.0319,0.1457,-2.6057,-1.03,-0.2188,-0.0112,-0.0297,0.0452,-2.4546,-1.0433,-0.2776,-0.7757,-3.8544,-4.6301,0.0044,-3.7755,-3.771
2001,7,ARI,0.071,-0.0297,0.0452,-2.4546,-1.0445,-0.2817,-0.5138,-0.081,0.0015,-2.2887,-1.0255,-0.2632,0.0866,-3.7807,-3.6942,-0.5933,-3.5775,-4.1707
2001,8,ARI,-0.4502,-0.081,0.0015,-2.2887,-1.0266,-0.2667,-0.1662,-0.2881,-0.0374,-2.1612,-1.053,-0.3287,-0.5297,-3.5821,-4.1117,-0.4917,-3.5429,-4.0346
2001,9,ARI,-0.0921,-0.2881,-0.0374,-2.1612,-1.0542,-0.3339,-0.3344,-0.2452,-0.102,-2.0385,-1.1287,-0.2311,-0.4176,-3.5492,-3.9668,-0.6815,-3.3983,-4.0798
2001,10,ARI,-0.2675,-0.2452,-0.102,-2.0385,-1.1301,-0.2326,1.0299,-0.2225,-0.0543,-2.3865,-1.1585,-0.2381,-0.6147,-3.4012,-4.0159,0.7532,-3.7831,-3.0298
2001,11,ARI,1.1472,-0.2225,-0.0543,-2.3865,-1.16,-0.2397,1.2772,-0.1267,0.0713,-2.7944,-1.1191,-0.1753,0.8705,-3.7862,-2.9157,1.2218,-4.0889,-2.8671
2001,12,ARI,1.3994,-0.1267,0.0713,-2.7944,-1.1205,-0.1746,2.0138,-0.0927,0.0991,-2.7779,-1.2646,-0.1453,1.344,-4.0895,-2.7455,2.0201,-4.1878,-2.1676
2001,13,ARI,2.1569,-0.0927,0.0991,-2.7779,-1.2666,-0.1443,2.1148,-0.0628,-0.0711,-3.0177,-1.2448,-0.1149,2.1633,-4.1887,-2.0255,1.9809,-4.3774,-2.3966
2001,14,ARI,2.2563,-0.0628,-0.0711,-3.0177,-1.2467,-0.1129,2.2673,-0.2262,-0.0126,-3.1144,-1.1422,-0.0861,2.1223,-4.3773,-2.2549,2.0285,-4.3427,-2.3141
2001,15,ARI,2.4091,-0.2262,-0.0126,-3.1144,-1.1436,-0.0831,1.8824,-0.1433,-0.083,-2.6554,-1.1391,-0.0917,2.1703,-4.3411,-2.1708,1.6561,-3.8862,-2.23
2001,16,ARI,2.0066,-0.1433,-0.083,-2.6554,-1.1405,-0.089,2.135,-0.0655,-0.0593,-2.4502,-1.141,-0.033,1.7803,-3.8848,-2.1046,2.0101,-3.6242,-1.6141
2001,17,ARI,2.2621,-0.0655,-0.0593,-2.4502,-1.1424,-0.0282,1.9192,-0.0576,-0.0126,-2.3164,-1.1566,-0.0386,2.1373,-3.6209,-1.4836,1.8489,-3.5117,-1.6628
2002,1,ARI,1.0415,-0.0356,-0.0085,-1.2513,-0.5487,-0.0269,1.1167,0.0527,0.0301,-1.5343,-0.6897,-0.0264,0.9975,-1.8269,-0.8294,1.1994,-2.2503,-1.0509
2002,2,ARI,1.1195,0.0527,0.0301,-1.5343,-0.6903,-0.0263,1.0072,0.3356,0.143,-1.5246,-0.5637,-0.0898,1.2023,-2.251,-1.0486,1.4858,-2.178,-0.6922
2002,3,ARI,1.0073,0.3356,0.143,-1.5246,-0.5637,-0.0917,0.4615,0.4643,0.1262,-1.5246,-0.5783,-0.0661,1.486,-2.18,-0.6941,1.052,-2.169,-1.1169
2002,4,ARI,0.4433,0.4643,0.1262,-1.5246,-0.5784,-0.0671,0.8101,0.3322,0.0597,-0.8636,-0.5559,-0.0718,1.0338,-2.1701,-1.1363,1.202,-1.4913,-0.2894
2002,5,ARI,0.8051,0.3322,0.0597,-0.8636,-0.5559,-0.073,0.7422,0.1587,0.1701,-0.8792,-0.3875,-0.1373,1.1969,-1.4925,-0.2956,1.071,-1.4041,-0.3331
2002,6,ARI,0.8051,0.3322,0.0597,-0.8636,-0.5559,-0.073,0.7422,0.1587,0.1701,-0.8792,-0.3875,-0.1373,1.1969,-1.4925,-0.2956,1.071,-1.4041,-0.3331
2002,7,ARI,0.7354,0.1587,0.1701,-0.8792,-0.3868,-0.1408,0.7764,-0.0397,0.102,-0.8371,-0.4114,-0.0531,1.0642,-1.4069,-0.3427,0.8387,-1.3016,-0.4629
2002,8,ARI,0.7703,-0.0397,0.102,-0.8371,-0.4108,-0.0536,1.0831,0.2035,0.1041,-1.3921,-0.37,-0.0792,0.8326,-1.3015,-0.4688,1.3906,-1.8413,-0.4507
2002,9,ARI,1.0883,0.2035,0.1041,-1.3921,-0.3692,-0.0804,0.8192,0.1566,0.0983,-1.4761,-0.4823,-0.0563,1.3959,-1.8417,-0.4459,1.0741,-2.0148,-0.9406
2002,10,ARI,0.814,0.1566,0.0983,-1.4761,-0.4819,-0.0569,0.8918,0.1047,0.1233,-2.0526,-0.6406,-0.075,1.0689,-2.015,-0.946,1.1197,-2.7682,-1.6484
2002,11,ARI,0.889,0.1047,0.1233,-2.0526,-0.6408,-0.0763,0.6917,0.1368,0.1838,-2.3048,-0.7099,-0.0918,1.1169,-2.7696,-1.6527,1.0124,-3.1065,-2.0942
2002,12,ARI,0.6813,0.1368,0.1838,-2.3048,-0.7103,-0.0934,0.1794,0.2937,0.2356,-2.3226,-0.8651,-0.1343,1.002,-3.1086,-2.1066,0.7087,-3.322,-2.6133
2002,13,ARI,0.1497,0.2937,0.2356,-2.3226,-0.8662,-0.1366,-0.5801,0.0853,0.3193,-2.7356,-1.0924,-0.0839,0.679,-3.3254,-2.6464,-0.1756,-3.9119,-4.0875
2002,14,ARI,-0.6254,0.0853,0.3193,-2.7356,-1.0945,-0.0842,-0.8022,0.0706,0.3494,-2.689,-1.11,-0.0849,-0.2209,-3.9144,-4.1352,-0.3822,-3.8839,-4.266
2002,15,ARI,-0.8507,0.0706,0.3494,-2.689,-1.1121,-0.0853,-0.3221,0.151,0.228,-2.6592,-1.0294,-0.1177,-0.4307,-3.8864,-4.317,0.0569,-3.8063,-3.7494
2002,16,ARI,-0.3541,0.151,0.228,-2.6592,-1.0312,-0.119,-0.5599,0.1759,0.2342,-2.7222,-0.9624,-0.0776,0.025,-3.8094,-3.7844,-0.1498,-3.7622,-3.912
2002,17,ARI,-0.5988,0.1759,0.2342,-2.7222,-0.9639,-0.078,-0.8097,0.1474,0.3122,-2.9668,-1.2221,-0.1078,-0.1887,-3.7641,-3.9528,-0.3501,-4.2968,-4.6469
2003,1,ARI,-0.6824,0.091,0.2091,-1.6027,-0.5798,-0.075,-0.6079,0.1787,0.1501,-2.0256,-0.5181,-0.1127,-0.3823,-2.2574,-2.6397,-0.2792,-2.6563,-2.9356
2003,2,ARI,-0.606,0.1787,0.1501,-2.0256,-0.5179,-0.1136,-1.0993,-0.0202,0.1598,-2.3133,-0.6109,-0.1161,-0.2773,-2.657,-2.9343,-0.9598,-3.0403,-4.0
2003,3,ARI,-1.1128,-0.0202,0.1598,-2.3133,-0.611,-0.1171,-0.3872,-0.099,0.1334,-2.4647,-0.5463,-0.1301,-0.9732,-3.0415,-4.0147,-0.3528,-3.1411,-3.4939
2003,4,ARI,-0.3757,-0.099,0.1334,-2.4647,-0.5461,-0.1316,-0.8728,0.0108,0.2043,-2.8368,-0.598,-0.1039,-0.3413,-3.1424,-3.4836,-0.6577,-3.5387,-4.1963
2003,5,ARI,-0.8741,0.0108,0.2043,-2.8368,-0.598,-0.1044,-1.3596,-0.0892,0.2721,-2.8449,-0.4833,-0.1939,-0.6589,-3.5392,-4.1981,-1.1767,-3.5221,-4.6988
2003,6,ARI,-1.3796,-0.0892,0.2721,-2.8449,-0.4828,-0.1976,-1.8963,-0.0371,0.2663,-2.7132,-0.5875,-0.1959,-1.1967,-3.5253,-4.722,-1.6672,-3.4966,-5.1637
2003,7,ARI,-1.3796,-0.0892,0.2721,-2.8449,-0.4828,-0.1976,-1.8963,-0.0371,0.2663,-2.7132,-0.5875,-0.1959,-1.1967,-3.5253,-4.722,-1.6672,-3.4966,-5.1637
2003,8,ARI,-1.9366,-0.0371,0.2663,-2.7132,-0.5875,-0.1995,-2.1291,0.0002,0.122,-2.913,-0.4692,-0.0673,-1.7074,-3.5002,-5.2076,-2.0069,-3.4495,-5.4564
2003,9,ARI,-2.1762,0.0002,0.122,-2.913,-0.4687,-0.067,-1.8295,-0.046,0.0265,-2.7293,-0.4785,-0.0528,-2.0541,-3.4486,-5.5027,-1.849,-3.2606,-5.1095
2003,10,ARI,-1.8638,-0.046,0.0265,-2.7293,-0.4779,-0.052,-1.7452,-0.2,-0.2059,-2.7582,-0.3637,-0.0311,-1.8833,-3.2592,-5.1425,-2.1511,-3.153,-5.3041
2003,11,ARI,-1.7765,-0.2,-0.2059,-2.7582,-0.3626,-0.0298,-2.2152,-0.22,-0.1039,-3.8277,-0.3348,-0.063,-2.1823,-3.1506,-5.3329,-2.539,-4.2255,-6.7646
2003,12,ARI,-2.2633,-0.22,-0.1039,-3.8277,-0.3336,-0.0629,-2.4916,-0.1712,-0.0757,-3.4971,-0.3667,-0.1038,-2.5871,-4.2242,-6.8113,-2.7385,-3.9675,-6.706
2003,13,ARI,-2.5475,-0.1712,-0.0757,-3.4971,-0.3656,-0.1049,-3.2733,-0.1941,-0.0396,-3.9281,-0.4207,-0.0376,-2.7944,-3.9676,-6.762,-3.507,-4.3864,-7.8934
2003,14,ARI,-3.3566,-0.1941,-0.0396,-3.9281,-0.4199,-0.0369,-3.3141,-0.2296,-0.0157,-4.505,-0.5987,-0.1,-3.5903,-4.3848,-7.9751,-3.5594,-5.2037,-8.7631
2003,15,ARI,-3.3961,-0.2296,-0.0157,-4.505,-0.5988,-0.1014,-3.0182,-0.2379,0.0031,-4.4732,-0.6158,-0.1094,-3.6413,-5.2052,-8.8466,-3.2529,-5.1984,-8.4514
2003,16,ARI,-3.0856,-0.2379,0.0031,-4.4732,-0.616,-0.111,-3.0379,-0.3679,-0.133,-4.1963,-0.7386,-0.1194,-3.3203,-5.2002,-8.5206,-3.5388,-5.0544,-8.5931
2003,17,ARI,-3.1042,-0.3679,-0.133,-4.1963,-0.7394,-0.1213,-2.8333,-0.5251,-0.0398,-3.8719,-0.8268,-0.0837,-3.6051,-5.057,-8.6621,-3.3982,-4.7825,-8.1806
2004,1,ARI,-2.0592,-0.3242,-0.0267,-2.0916,-0.3922,-0.0582,-2.1285,-0.1812,-0.045,-2.2889,-0.4186,-0.0441,-2.41,-2.5421,-4.9521,-2.3548,-2.7517,-5.1065
2004,2,ARI,-2.1309,-0.1812,-0.045,-2.2889,-0.4188,-0.0438,-2.4691,-0.2324,0.0068,-2.5951,-0.4173,-0.0347,-2.3571,-2.7515,-5.1086,-2.6947,-3.047,-5.7417
2004,3,ARI,-2.4841,-0.2324,0.0068,-2.5951,-0.4174,-0.0341,-2.7504,-0.3717,-0.051,-2.1178,-0.3841,-0.0312,-2.7097,-3.0465,-5.7563,-3.1731,-2.5331,-5.7063
2004,4,ARI,-2.7752,-0.3717,-0.051,-2.1178,-0.3841,-0.0305,-2.6065,-0.2491,-0.219,-2.0169,-0.2495,-0.0145,-3.1979,-2.5324,-5.7303,-3.0746,-2.2809,-5.3554
2004,5,ARI,-2.6284,-0.2491,-0.219,-2.0169,-0.2491,-0.0133,-2.0751,-0.1397,-0.268,-2.1244,-0.0519,-0.0256,-3.0965,-2.2793,-5.3758,-2.4828,-2.2019,-4.6847
2004,6,ARI,-2.6284,-0.2491,-0.219,-2.0169,-0.2491,-0.0133,-2.0751,-0.1397,-0.268,-2.1244,-0.0519,-0.0256,-3.0965,-2.2793,-5.3758,-2.4828,-2.2019,-4.6847
2004,7,ARI,-2.0753,-0.1397,-0.268,-2.1244,-0.0507,-0.0248,-2.5314,-0.1094,-0.0689,-1.4552,0.0001,-0.0728,-2.4831,-2.1999,-4.683,-2.7097,-1.5279,-4.2376
2004,8,ARI,-2.549,-0.1094,-0.0689,-1.4552,0.0014,-0.0734,-2.5087,-0.2392,-0.1594,-1.6171,0.0921,-0.1219,-2.7273,-1.5272,-4.2545,-2.9073,-1.6469,-4.5543
2004,9,ARI,-2.5253,-0.2392,-0.1594,-1.6171,0.0937,-0.1238,-2.0555,-0.1168,-0.2667,-1.454,-0.0234,-0.117,-2.9239,-1.6472,-4.571,-2.4389,-1.5943,-4.0332
2004,10,ARI,-2.0536,-0.1168,-0.2667,-1.454,-0.0223,-0.1186,-2.1619,-0.0301,-0.2217,-1.2638,-0.1785,-0.0666,-2.437,-1.5949,-4.0319,-2.4137,-1.5089,-3.9226
2004,11,ARI,-2.1638,-0.0301,-0.2217,-1.2638,-0.1782,-0.0667,-2.2339,-0.1422,-0.2262,-1.3056,-0.3075,-0.0943,-2.4156,-1.5087,-3.9243,-2.6023,-1.7074,-4.3097
2004,12,ARI,-2.2363,-0.1422,-0.2262,-1.3056,-0.3078,-0.0954,-2.1353,-0.2527,-0.2443,-1.6302,-0.2687,-0.0832,-2.6047,-1.7088,-4.3135,-2.6323,-1.9821,-4.6144
2004,13,ARI,-2.1338,-0.2527,-0.2443,-1.6302,-0.2688,-0.0839,-2.9841,-0.2373,-0.1611,-1.4396,-0.513,-0.0719,-2.6308,-1.983,-4.6138,-3.3825,-2.0245,-5.407
2004,14,ARI,-3.0135,-0.2373,-0.1611,-1.4396,-0.5143,-0.0724,-2.6712,-0.1166,-0.1818,-1.7986,-0.4999,-0.1647,-3.412,-2.0263,-5.4383,-2.9696,-2.4632,-5.4327
2004,15,ARI,-2.688,-0.1166,-0.1818,-1.7986,-0.5012,-0.1673,-2.0405,-0.1438,-0.1043,-1.4118,-0.4835,-0.1886,-2.9864,-2.467,-5.4534,-2.2887,-2.0839,-4.3726
2004,16,ARI,-2.034,-0.1438,-0.1043,-1.4118,-0.4848,-0.1919,-1.8645,-0.1392,-0.1818,-1.0843,-0.6165,-0.1729,-2.2821,-2.0885,-4.3706,-2.1855,-1.8738,-4.0593
2004,17,ARI,-1.8513,-0.1392,-0.1818,-1.0843,-0.6184,-0.1756,-2.3857,-0.3088,-0.1441,-0.559,-0.47,-0.1601,-2.1723,-1.8783,-4.0507,-2.8386,-1.1891,-4.0278
2005,1,ARI,-1.8703,-0.1907,-0.0966,-0.302,-0.223,-0.1113,-1.9352,-0.336,-0.0912,-0.181,-0.3595,-0.2078,-2.1575,-0.6363,-2.7938,-2.3624,-0.7484,-3.1108
2005,2,ARI,-1.9361,-0.336,-0.0912,-0.181,-0.3602,-0.2106,-2.2375,-0.2815,-0.0196,-0.0122,-0.4353,-0.216,-2.3633,-0.7518,-3.1151,-2.5386,-0.6635,-3.2022
2005,3,ARI,-2.2489,-0.2815,-0.0196,-0.0122,-0.4363,-0.219,-2.5178,-0.2448,0.0822,-0.51,-0.4937,-0.2164,-2.55,-0.6675,-3.2176,-2.6804,-1.2201,-3.9005
2005,4,ARI,-2.5396,-0.2448,0.0822,-0.51,-0.4948,-0.2193,-1.8681,-0.6924,0.1834,-0.017,-0.4931,-0.2418,-2.7023,-1.2241,-3.9264,-2.3771,-0.7518,-3.129
2005,5,ARI,-1.8704,-0.6924,0.1834,-0.017,-0.4942,-0.2454,-1.7338,-0.8942,0.2289,-0.0516,-0.5017,-0.2252,-2.3795,-0.7567,-3.1361,-2.399,-0.7785,-3.1776
2005,6,ARI,-1.8704,-0.6924,0.1834,-0.017,-0.4942,-0.2454,-1.7338,-0.8942,0.2289,-0.0516,-0.5017,-0.2252,-2.3795,-0.7567,-3.1361,-2.399,-0.7785,-3.1776
2005,7,ARI,-1.7318,-0.8942,0.2289,-0.0516,-0.5029,-0.2281,-2.4734,-0.9931,0.2575,0.232,-0.2854,-0.2781,-2.397,-0.7826,-3.1796,-3.2091,-0.3315,-3.5406
2005,8,ARI,-2.4952,-0.9931,0.2575,0.232,-0.2855,-0.2826,-2.9922,-0.9621,0.3576,-0.0868,-0.3757,-0.2638,-3.2308,-0.3361,-3.5669,-3.5966,-0.7263,-4.3229
2005,9,ARI,-3.0331,-0.9621,0.3576,-0.0868,-0.3763,-0.2675,-3.0761,-0.9001,0.4529,-0.2299,-0.6508,-0.2649,-3.6375,-0.7306,-4.3681,-3.5232,-1.1456,-4.6688
2005,10,ARI,-3.1183,-0.9001,0.4529,-0.2299,-0.6526,-0.2686,-2.2468,-0.9041,0.4534,-0.6297,-0.805,-0.2874,-3.5655,-1.1512,-4.7166,-2.6975,-1.7221,-4.4196
2005,11,ARI,-2.2548,-0.9041,0.4534,-0.6297,-0.8076,-0.2915,-1.1458,-0.8218,0.5705,-0.872,-0.7332,-0.314,-2.7055,-1.7288,-4.4343,-1.3971,-1.9193,-3.3164
2005,12,ARI,-1.1103,-0.8218,0.5705,-0.872,-0.7356,-0.319,-0.8146,-0.8182,0.5108,-1.0581,-0.6941,-0.3654,-1.3616,-1.9266,-3.2882,-1.1219,-2.1175,-3.2395
2005,13,ARI,-0.7694,-0.8182,0.5108,-1.0581,-0.6962,-0.372,-0.3533,-0.9466,0.4304,-0.8332,-0.6813,-0.4025,-1.0768,-2.1263,-3.2031,-0.8695,-1.917,-2.7865
2005,14,ARI,-0.2921,-0.9466,0.4304,-0.8332,-0.6835,-0.4101,-0.2716,-1.0513,0.4583,-0.4046,-0.7289,-0.4691,-0.8083,-1.9267,-2.735,-0.8646,-1.6025,-2.4671
2005,15,ARI,-0.2096,-1.0513,0.4583,-0.4046,-0.7312,-0.4784,-0.7608,-1.0119,0.3807,-0.2608,-0.7146,-0.5424,-0.8026,-1.6141,-2.4166,-1.392,-1.5178,-2.9099
2005,16,ARI,-0.7204,-1.0119,0.3807,-0.2608,-0.7168,-0.5538,-0.0263,-1.1475,0.3595,-0.2492,-0.6125,-0.5996,-1.3517,-1.5314,-2.8831,-0.8142,-1.4613,-2.2756
2005,17,ARI,0.0412,-1.1475,0.3595,-0.2492,-0.6144,-0.6117,0.1862,-1.068,0.3051,0.3613,-0.6052,-0.6134,-0.7467,-1.4753,-2.222,-0.5767,-0.8573,-1.4339
2006,1,ARI,0.3912,-0.6594,0.2044,0.1952,-0.2871,-0.4265,0.7718,-0.6426,0.15,-0.175,-0.3673,-0.4032,-0.0638,-0.5184,-0.5822,0.2792,-0.9455,-0.6664
2006,2,ARI,0.7864,-0.6426,0.15,-0.175,-0.3677,-0.4028,0.625,-0.6297,0.0693,-0.0842,-0.4062,-0.3631,0.2938,-0.9455,-0.6517,0.0647,-0.8535,-0.7889
2006,3,ARI,0.6341,-0.6297,0.0693,-0.0842,-0.4067,-0.3619,0.6708,-0.5254,0.0421,-0.5711,-0.2806,-0.3532,0.0738,-0.8528,-0.779,0.1874,-1.2049,-1.0175
2006,4,ARI,0.6808,-0.5254,0.0421,-0.5711,-0.2805,-0.3518,-0.0532,-0.6181,-0.0552,-0.2524,-0.3902,-0.3727,0.1974,-1.2034,-1.0059,-0.7265,-1.0152,-1.7417
2006,5,ARI,-0.0684,-0.6181,-0.0552,-0.2524,-0.3906,-0.372,-0.0897,-0.7463,-0.1163,-0.5147,-0.0372,-0.4082,-0.7417,-1.015,-1.7567,-0.9524,-0.9602,-1.9125
